sampleid,Macrophages,Stroma,Epithelium
12529,0.6860041165570615,-0.01861100505907992,-0.17400953614492715
2756,2.413557657686579,0.07300327210486213,-0.16115427735678534
4909,0.03449797470903293,-0.46465205827377276,-0.2528110245663217
5322,0.6939059846505582,0.09067417876767431,-0.28634272407711053
9997,0.09837258254360481,0.04718227811412956,0.11219724706273326
