gene,lfc,p,nlp
MST1R,0.06820975996512646,0.90155644281132,0.045007078665195925
MSX1,-1.0239975310405847,0.14874031600845478,0.8275713001607418
MSX2,1.2394061478090632,0.03429585961285098,1.4647583072408612
MTAP,-0.6058097849225579,0.15026032705677686,0.8231556702094325
NUDT1,-0.016027615506035042,0.9741902701436185,0.011356212317151903
MTRR,-1.1999794128433687,0.01718848834819084,1.7647623159195016
MTX1,0.8090452156495594,0.25422402308924275,0.5947834128609276
MUC2,-0.48397763997499804,0.21706117770447694,0.6634178449767122
MUC5B,0.5022133458024339,0.47442382495357865,0.3238335093865029
MVD,-0.6196392443555816,0.4330197125688513,0.3634923325958063
MX1,-0.21736292127608176,0.7999743033371441,0.0969239631307044
MYBPC1,-0.39686965917814376,0.38769975685070296,0.4115044713642914
MYC,-0.28054705112682626,0.6561931245319328,0.18296832438198163
MYD88,0.1874143144990937,0.7582905189322813,0.12016437405581401
MYF6,-0.9118744160487582,0.24858642216719173,0.6045225962852968
MYH3,0.6253950888778476,0.061254667036208424,1.2128608165004757
MYH6,0.17270474256320745,0.4774050668368107,0.321112976012988
MYH9,0.2625892772427224,0.6711000923082321,0.1732127014475239
MYL4,-0.22465462830452249,0.22262968857959836,0.6524169211938052
MYL5,-0.4619277880048033,0.48117074894736284,0.3177007819075802
MYOD1,0.18427972869233472,0.8219934796360373,0.08513162743479176
MYOG,-0.0760822550999962,0.9298130633703156,0.03160435650764331
PPP1R12A,-0.38910097955150424,0.18256558490002436,0.7385810871339957
PPP1R12B,-0.6140219997979204,0.3361621248710141,0.4734512197666578
NCBP1,-0.3178042104456207,0.520925511832967,0.2832243728860421
NDN,0.1237677963692951,0.8397419878314842,0.07585413116855406
NDUFA4,-0.2613614341165961,0.10278615227585579,0.9880653911313838
NDUFA6,0.3814748419622429,0.3596647552533219,0.44410211805845906
NDUFB3,-0.4018068299902578,0.4493031611418476,0.34746052585026105
NDUFB5,-0.5316442466156264,0.3794921060596478,0.42079725357717473
NDUFB6,-1.0404056590669881,0.11325771670810458,0.9459321980605959
NDUFC1,0.3463864557497579,0.43978077874672955,0.35676375602718785
NDUFS4,-0.8187652239173031,0.04227985558209233,1.3738665048084975
NDUFS8,0.22248075700138523,0.7714725677675813,0.1126795120881666
NEK3,-0.24798804546635989,0.799537140476997,0.0971613573967055
NEO1,-0.2892243819644117,0.46805747368704326,0.3297008157878411
NEUROD1,0.2949959317500404,0.5632505181638594,0.24929840007354773
NFIX,0.9150248251546131,0.05308285477325349,1.2750457290078245
NFKBIB,0.2961473997412548,0.750636307903937,0.12457043280733528
NFX1,-0.12567135908359353,0.8072206278116799,0.09300774861663463
NFYA,0.18538058306873975,0.5478187120782262,0.2613631374461941
NGF,-0.4555922144011163,0.6258100199616059,0.20355748756375186
NGFR,0.2920704584098763,0.6434319690794364,0.1914973648672629
NID1,0.5912114634814845,0.3294727090669433,0.48218055312610114
NME3,0.33063666925998747,0.6003731034420139,0.22157877227214684
NPAS1,-1.2944262833251938,0.09051960236163686,1.043257362500409
NPAS2,0.47383409127400944,0.5048650493436041,0.29682469348078433
NPPB,-0.192643850213037,0.6265258323160113,0.20306101788449485
NPTX1,0.6893802702229628,0.08094703035330227,1.0917990792741765
NPTX2,-0.9539951427006633,0.16333366389630755,0.7869242957430038
NRAS,-0.9830321868815937,0.16191087447908895,0.7907239815884344
NT5E,-0.4332816411030097,0.5983838744125956,0.223020118599461
NTF3,-0.9891423797508011,0.03183395757582749,1.4971093668297653
TBC1D25,0.6319246886276995,0.23974203810017475,0.6202558069584514
OAZ2,-0.22907873295290976,0.6067084370495656,0.2170199655989016
OLR1,0.5655104616447886,0.3960596963096328,0.4022393498726519
OMG,-1.1039151839711323,0.23763969913115707,0.6240810061428551
TNFRSF11B,-0.6590365188132794,0.16166067880372487,0.7913956019565382
OR1D2,-0.3969456281990011,0.34165940043442683,0.46640662557605267
OR3A1,0.4867468554416166,0.12127061826829409,0.9162444082811971
OR3A2,0.03092196703656036,0.9621525830088452,0.016756049891396056
ORC5,0.07574556475122715,0.9095308247434645,0.04118257775592184
SLC22A18,0.7304789237314925,0.12578004645841465,0.9003882491954073
OSBP,0.3281293592668688,0.6418699899583541,0.19255292888054729
OVGP1,0.5929914468559607,0.5841349498762994,0.23348680833943455
P2RX1,0.2722466024471091,0.6518469361737732,0.1858543714140237
P2RX3,0.14175030552005455,0.746557153102337,0.12693693900815747
P2RX7,-0.42202353587774005,0.38110517026269214,0.4189551593324618
P2RY1,0.22003465885506673,0.5607373093806993,0.2512405465961789
P2RY2,-0.5289623714312933,0.20950075790594866,0.678814401557944
P2RY4,0.08621397636153309,0.9136259357259061,0.03923158030798212
P2RY11,0.2290887847593345,0.7221250498022164,0.14138758949889232
PEBP1,0.8141958577212497,0.1867034459206617,0.7288476663545223
PABPC1,0.09469131649413516,0.8092757047009812,0.09190349738414273
PCSK6,0.6290219363334637,0.37981987424175007,0.4204223143549188
PAFAH1B2,0.257886844619137,0.6338745874207999,0.1979966591195636
PRDX1,0.16552005231259398,0.7242006131645051,0.14014111181140104
SERPINB2,0.10169651256168151,0.801675198472375,0.09600155201843198
PAK1,-0.011835836574726154,0.9674674124794259,0.014363654545448457
PAK2,-0.4191227076665614,0.5281049667122266,0.2772797480472559
REG3A,-0.045513290485664194,0.9048475904840081,0.04342456575163097
PAPPA,-0.04164382561329871,0.9554320708210502,0.01980018492115233
PAWR,-0.7825510483799142,0.2644237036948775,0.5776996160454622
PBX1,0.7577161763930563,0.1697937177683549,0.7700783823430087
PBX2,0.514088891835379,0.4465155139263421,0.350163447199725
PCDH1,-0.6046288020992954,0.4827871473768771,0.31624430008586996
PCDH7,-0.3167365045058723,0.6971847519918916,0.1566521198382875
PCK1,0.4785203917408033,0.47713326447250914,0.32136030451998016
PCOLCE,-0.35901972460106507,0.729809579786311,0.13679044020263023
PCSK2,0.08820823020260163,0.8505325445846675,0.07030906398777352
CDK17,0.6090629585541076,0.4329599755778965,0.3635522495798498
CDK18,-0.11883070258653819,0.8508163659031004,0.07016416480474823
PDC,-0.13883154922212637,0.870910178570082,0.06002663369830399
PDE6D,-1.136479322235368,0.06130005618797313,1.21253912740466
PDE6G,0.5976808096934614,0.10957735890992316,0.960279171364983
PDE7A,0.37271173751386877,0.23549870751335206,0.6280114720652739
PDGFA,0.028950661719498515,0.9673575977388155,0.01441295299432946
PDGFRB,-0.39740186288527796,0.5878705104797373,0.2307183249055649
PDK1,0.38987734925946216,0.40075417911879335,0.3971219400685954
PDK2,0.051180540307194676,0.9252055379606887,0.03376177635691968
PDK4,0.14424815497073595,0.6907811049240662,0.16065955028732745
PDPK1,-0.5130029341925384,0.30839493480132624,0.5108927635844358
PDZK1,-0.5132314799893857,0.033620618374596435,1.4733943029665888
SERPINF1,-0.49918544718983054,0.5506145506846497,0.259152316011063
PER1,0.2024935958377257,0.7854777133856092,0.10486613282765009
PEX13,0.353249508082702,0.24461022754707767,0.6115253883692378
PF4,-0.5080675203603836,0.22285233117727793,0.65198281855724
PF4V1,0.3091699923784178,0.7095504045015811,0.1490167480298128
PFDN1,0.036662763612864066,0.9695976492892124,0.013408446088227475
PFDN4,-0.9936205537997758,0.07634237585887119,1.117234328453705
PFKFB1,-0.4001286578939407,0.4936247969395887,0.3066030319093052
PFKP,0.6774326936034102,0.2574332390966757,0.5893353788601898
PFN2,-0.5013445949044713,0.4401438866727571,0.3564053258484291
PGC,1.1470682759693545,0.02415956879363905,1.6169108213842807
PGD,-0.33501398789770576,0.3263987216019535,0.4862515509056291
PI3,-0.564647688993386,0.3119294582811573,0.5059436090042267
SERPINB5,0.26084029291334554,0.6001503041402676,0.22173996947633304
PIGF,-0.29566426638845655,0.653131210837641,0.18499956234138318
PIK3C2A,0.5202724053298285,0.2589209743189091,0.5868327674021001
PIK3C2B,-0.056185174721595434,0.8903293375279101,0.05044931581113895
PIM1,0.8223653611548045,0.2509454649293698,0.6004206484535181
PIK3CG,1.0162730534661921,0.11985618171234816,0.9213395618445318
PITX1,-0.10251815655656094,0.6287593900937845,0.2015155159949213
PLAGL2,0.21163624819011723,0.5944878037559963,0.2258570507438655
PLCG1,1.1700729248414867,0.04738465841186565,1.3243622457846915
PLCG2,0.6541036491812454,0.43461268653518736,0.36189760058380904
PLIN1,-0.2709423044561912,0.6444733011063121,0.19079506965639317
PLP2,-0.41460759360063315,0.423515017561036,0.37313118526655753
PLRG1,0.32506757567456157,0.3346634873131197,0.475391667754069
PLS1,-0.9436711542137214,0.08812652454481636,1.0548933568581436
PMCH,0.06823706188932925,0.8976184450125368,0.046908231750949776
PML,0.6535888854473872,0.3926622446630885,0.40598085509005644
PMM1,-0.7376460883688967,0.117552635673279,0.929767629018593
PNMT,-0.0042832791006867325,0.9897379856015855,0.004479761430876654
PNN,0.18306153388967603,0.3454657557679504,0.4615949955201388
SEPTIN5,-0.07560851912375743,0.8590406949346538,0.0659862620512563
POLA2,0.8681636567419277,0.2740195842309939,0.5622183969624325
POLB,-1.1150895271449364,0.07489008700599106,1.1255756648574844
POLE2,0.12610870700601046,0.823756162061662,0.08420132367032516
POLG,-0.5163566793683205,0.6137241617070104,0.21202677863969538
POLR2E,0.3106093654976513,0.2520220222057289,0.5985615080099288
POLR2G,0.034063072594485974,0.9533133212735351,0.020764338253238823
POU2F1,-0.031184935485578637,0.9189757087171384,0.0366959681672427
POU2F2,0.05551562775562151,0.9068739768854043,0.042453060179069864
POU3F1,-0.06298167365054166,0.8382697478113396,0.07661620674558028
POU4F3,1.0773180424039455,0.20700612156908005,0.6840168114302212
POU5F1,-0.5359586692568902,0.08874104484606156,1.0518754621620874
PPAT,-0.014917844617702115,0.977399699284905,0.009927798926556288
PPBP,0.10454266059954505,0.5579114574591116,0.25343471967911824
PPL,0.2014943680839422,0.7719300309165859,0.11242206308908609
PPP1CA,-0.14688789815310493,0.6983285800336914,0.15594018351113967
PPP1CB,0.2935645659981076,0.6238113416051206,0.2049467335356832
PPP1CC,0.2076847824074782,0.6249553726282637,0.20415099403716216
PPP1R3A,-0.23680130481002798,0.7157819912614137,0.14521923245367135
PPP1R7,0.12593407149201238,0.5957490681741126,0.2249366282717413
PPP1R10,0.16695079482365677,0.7662370643053564,0.11563684421672465
PPP2CA,0.8407390998409273,0.27852079269428864,0.5551423774550045
