0_normal_gain,0_normal_loss,1_benign_lesion_gain,1_benign_lesion_loss,2_malignant_gain,2_malignant_loss
0.3913823406838329,0.02899128449509866,0.49685501347851285,0.0,0.47976637463496274,2.132473283912602
0.2899128449509873,0.021743463371323993,0.37528410592525985,0.0,0.3802830461153379,1.8821603927987072
0.2192465889941841,0.00905977640471833,0.2642845816375072,0.0,0.21340778537274127,1.469785950386714
0.16307597528493029,0.0018119552809436662,0.19028489877900537,0.0,0.14120214370527234,1.5821058374249999
0.1485803330373809,0.005435865842830998,0.1532850573497543,0.0,0.10590160777895428,2.4405506883604726
0.20837485730852207,0.016307597528492996,0.16914213224800476,0.010571383265500292,0.15564327203876607,2.5368248772504325
0.25729764989400117,0.041674971461704326,0.19028489877900537,0.021142766531000584,0.41237444241199106,1.925483777799189
0.32796390585080437,0.07791407708057772,0.17971351551350506,0.04228553306200117,1.3237700972369417,1.3735117614967542
0.291724800231931,0.016307597528492996,0.142713674084254,0.010571383265500292,2.997336414107406,0.5583902955617631
0.2754172027034379,0.0018119552809436662,0.11099952428775312,0.005285691632750146,5.2244793170946835,0.12515644555694594
0.25186178405117016,0.0,0.10042814102225281,0.0,6.950996437854252,0.011231988703828504
0.2808530685462689,0.0,0.0687139912257519,0.0,6.95581014729875,0.0032091396296652862
0.4167497146170443,0.0,0.11099952428775312,0.0,7.015179230447545,0.0016045698148326431
0.5689539582163127,0.0,0.15857074898250448,0.0,7.985943968421094,0.0016045698148326431
0.7048506042870881,0.0,0.20614197367725576,0.0,7.817464137863701,0.0
0.6740473645110456,0.0,0.16385644061525462,0.0,4.719039825422505,0.0
0.5997571979923552,0.0,0.2114276653100059,0.0,2.5592888546580896,0.0
0.5200311656308336,0.0,0.20614197367725576,0.0,1.4184397163120688,0.0
0.3986301618076076,0.0,0.1955705904117555,0.0,0.8584448509354704,0.0016045698148326431
0.36239105618873413,0.0,0.2484275067392568,0.005285691632750146,0.4428612688938116,0.008022849074163216
0.3714508325934525,0.0,0.29599873143400796,0.005285691632750146,0.35781906870768065,0.02246397740765701
0.3605791009077905,0.0,0.1955705904117555,0.005285691632750146,0.2358717627803985,0.102692468149289
0.44936490967403037,0.005435865842830998,0.19028489877900537,0.005285691632750146,0.17168897018709245,1.0734572061230467
0.4783561941691291,0.03623910561887332,0.15857074898250448,0.031714149796500876,0.06418279259330568,4.2392734507876435
0.5381507184402703,0.20475094674663472,0.16385644061525462,0.08985675775675252,0.012836558518661145,14.506915695901348
0.7066625595680318,0.7030386490061444,0.3065701146995082,0.29599873143400796,0.0064182792593305725,37.25650653061356
0.7555853521535109,1.2883002047509262,0.37528410592525985,0.47571224694751235,0.004813709444497929,62.0727832867898
0.7519614415916236,1.3788979687981053,0.6025688461335155,0.47571224694751235,0.004813709444497929,69.01094316610671
0.7664570838391729,1.6561271267824826,0.9461388022622765,0.5867117712352651,0.0064182792593305725,70.726228298158
0.7175342912536938,1.2484371885701673,1.199852000634287,0.3594270310270095,0.0064182792593305725,62.459484612163386
0.7447136204678488,0.8606787584482402,1.4799936571700483,0.19028489877900537,0.014441128333493789,47.129424601285315
0.8280635633912556,0.7628331732772856,1.997991437179555,0.16385644061525462,0.046532524630146656,26.764224511415986
0.7120984254108628,0.5073474786642279,2.9124160896453124,0.11099952428775312,0.09146047944546054,12.276563653282698
0.6106289296780172,0.31528021888419866,3.8902690417041206,0.05285691632750146,0.17650267963159036,3.323064086518393
0.5417746290021577,0.4167497146170443,3.74755536761986,0.08457106612400236,0.7092198581560332,1.6158018035364856
0.47110837304535447,0.5490224501259323,3.2612717374068243,0.11099952428775312,2.108404736690112,1.3077243990886152
0.4095018934932696,0.5635180923734817,1.400708282678795,0.08457106612400236,2.8609479798466295,1.1456628477905164
0.45842468607874876,0.6215006613636792,0.6607114540937669,0.10571383265500296,2.08914989891212,1.3093289689034477
0.5019116128213968,0.6595517222634963,0.5179977800095134,0.16385644061525462,0.7862392092680007,2.015339687429818
0.5037235681023405,0.4783561941691291,0.3858554891907601,0.1955705904117555,0.3369596611148561,2.6780270209557067
0.5200311656308336,0.22105854427512778,0.23785612347375654,0.09514244938950267,0.22784891370623522,2.464619235582963
0.3714508325934525,0.045298882023591655,0.16385644061525462,0.04228553306200117,0.17650267963159036,1.8853695324283726
0.291724800231931,0.01993150809038033,0.10571383265500296,0.03699984142925102,0.14762042296460287,1.6976348640929513
0.313468263603255,0.04348692674264799,0.1532850573497543,0.03699984142925102,0.2326626231507332,1.8773466833542092
0.3478954139411848,0.05073474786642265,0.29599873143400796,0.03699984142925102,0.2727768685215497,2.2688617181733783
0.4276214463027063,0.18300748337531067,0.6765685289920172,0.0687139912257519,0.16687526074259454,3.014986682070565
0.42943340158365,0.26273351573683223,0.8404249696072723,0.08985675775675252,0.1363884342607744,3.7113699817078127
0.3587671456268468,0.32615195056986074,0.3594270310270095,0.10571383265500296,0.12194730592728067,3.13372484836818
0.34245954809835377,0.4113138487742133,0.11628521592050327,0.13214229081875373,0.10911074740861956,3.1032380218863613
0.30984435304136765,0.1377086013517189,0.05814260796025161,0.06342829959300177,0.11713359648278275,2.222329193543231
0.22830636539890245,0.048922792585478984,0.04228553306200117,0.015857074898250438,0.15082956259426816,1.3398157953852683
0.25548569461305753,0.03623910561887332,0.05285691632750146,0.02642845816375073,0.22945348352106787,1.3574660633484277
0.25548569461305753,0.06160647955208468,0.15857074898250448,0.04757122469475131,0.11071531722345221,3.1963030711466405
0.2881008896700436,0.07247821123774671,0.29599873143400796,0.0687139912257519,0.04492795481531402,5.981836269695536
0.2808530685462689,0.13408469078983154,0.33828426449600896,0.05285691632750146,0.0481370944449793,13.552196656075296
0.25729764989400117,0.3497073692221285,0.31714149796500846,0.08457106612400236,0.03369596611148551,24.32367382305393
0.2844769791081563,0.6432441247350033,0.3435699561287591,0.20085628204450562,0.028882256666987578,32.63695003370733
0.32796390585080437,0.6160647955208481,0.30128442306675807,0.2114276653100059,0.027277686852154936,27.988511280134098
0.36963887731250883,0.6849190961967077,0.3647127226597596,0.2695702732702573,0.05295080388947722,20.34273611245152
0.313468263603255,0.2246824548370151,0.28014165653575757,0.09514244938950267,0.29844998555887225,9.52312185103045
0.2301183206798461,0.01811955280943666,0.142713674084254,0.021142766531000584,1.7570039472417598,1.7136805622412778
0.1993150809038037,0.0,0.06342829959300177,0.005285691632750146,5.328776355058784,0.10750617759378693
0.20293899146569105,0.0,0.07399968285850206,0.0,10.103976123999747,0.012836558518661145
0.26092156045588855,0.0,0.13214229081875373,0.0,11.42453708160674,0.00962741888899586
0.36782692203156514,0.0,0.24314181510650665,0.0,6.877186226371966,0.02567311703732229
0.30984435304136765,0.005435865842830998,0.20085628204450562,0.005285691632750146,2.331439940951852,0.03369596611148551
0.24642591820833917,0.0036239105618873324,0.11628521592050327,0.0,0.4637206764866362,0.0770193511119668
0.23374223124173346,0.0036239105618873324,0.08985675775675252,0.0,0.16687526074259454,0.12997015500144385
0.24099005236550816,0.0,0.10042814102225281,0.005285691632750146,0.12997015500144385,0.06899650203780361
0.4837920600119601,0.0018119552809436662,0.1532850573497543,0.015857074898250438,0.26154487981772107,0.102692468149289
0.8824222218195631,0.012683686966605663,0.29599873143400796,0.05285691632750146,0.4428612688938116,0.2487083212990598
0.7791407708057786,0.00905977640471833,0.2695702732702573,0.07399968285850206,0.9162093642694461,0.22945348352106787
0.6215006613636792,0.00905977640471833,0.2325704318410064,0.06342829959300177,1.2162639196431535,0.21501235518757394
0.6359963036112286,0.01811955280943666,0.29599873143400796,0.04757122469475131,1.0670389268637162,0.45248868778280754
0.677671275072933,0.03805106089981699,0.40171256408901057,0.031714149796500876,0.9033728057507848,0.6642919033407186
0.655927811701609,0.03261519505698599,0.5338548549077637,0.021142766531000584,1.195404512050329,0.42842014056031763
0.4783561941691291,0.007247821123774665,0.47571224694751235,0.010571383265500292,1.7971181926125763,0.26956772889188435
0.3515193245030721,0.0,0.43342671388551135,0.005285691632750146,1.5371778826096856,0.10590160777895428
0.3714508325934525,0.0,0.5497119298060141,0.0,1.8564872757613846,0.04974166425981195
0.38594647484100186,0.0,0.6289973042972661,0.0,1.7040531433522819,0.02246397740765701
