x,y,burden,stage
-3.200635,10.981538,0.03140776895869746,2_malignant
9.558713,3.8811135,0.013110165393589862,0_normal
-4.653575,13.440322,0.026450673402955746,2_malignant
9.85489,10.402849,0.007785985836598142,0_normal
11.17937,5.852703,0.014923315893417806,0_normal
8.759451,10.638782,0.0027277569922796855,0_normal
14.803765,7.1029043,0.0019702556443316295,0_normal
10.196683,8.394814,0.007531881026285367,0_normal
10.41537,6.602515,0.005283896715682484,0_normal
-2.5323765,11.026482,0.025096436654166797,2_malignant
-5.283965,10.542905,0.035322098416020305,2_malignant
-3.7415454,8.015782,0.022988586289129396,2_malignant
10.117389,11.816892,0.0027577539088331753,0_normal
11.857677,5.5292215,0.005999210489727764,0_normal
9.485402,12.228079,0.007857640840045805,1_benign_lesion
-5.1326494,9.854741,0.02361548859826715,2_malignant
-4.7616963,11.410752,0.022450073932218796,2_malignant
-4.353509,9.460814,0.022213220144483518,2_malignant
6.0542355,17.15073,0.008801906912518942,1_benign_lesion
-3.0318255,10.813072,0.022278651482424947,2_malignant
12.088686,6.853688,0.012832204783587833,0_normal
8.21438,9.108271,0.004569648999659492,0_normal
8.969926,4.6203394,0.01371509718126753,0_normal
8.564871,8.362365,0.002077905157316851,0_normal
10.720043,5.284058,0.0052235464642411055,1_benign_lesion
8.842761,9.617736,0.011898462021072337,0_normal
-3.607505,6.150309,0.030654102313727154,2_malignant
-1.8855954,10.693279,0.030985979046968582,2_malignant
-2.9752657,10.645762,0.0228747226780339,2_malignant
-3.6103296,10.622807,0.025741093945907123,2_malignant
11.482608,0.7770481,0.009194243453722493,1_benign_lesion
12.9773245,6.1614113,0.012198436053129381,0_normal
-4.8701434,10.300576,0.01994655648317872,2_malignant
-5.230974,12.327079,0.02292641382483766,2_malignant
4.7407613,7.390645,0.004055123723050662,0_normal
-4.7034297,8.786468,0.02248716624955926,2_malignant
-2.3625557,10.629631,0.020723372182096318,2_malignant
-3.7730002,11.617001,0.023870660099506287,2_malignant
7.1786027,5.5503154,0.008093518007457202,0_normal
1.7920499,-2.0555027,0.026298933593023537,2_malignant
13.8015995,13.977507,0.008835247208902022,0_normal
10.806412,7.918105,0.008600708756000644,0_normal
8.241527,4.335419,0.009033422181898622,2_malignant
-3.0187428,4.737349,0.01263016489562227,2_malignant
8.948587,8.048388,0.00440844380649993,0_normal
7.967596,5.7752557,0.017933358646084783,0_normal
8.076929,12.629761,0.014080340325468017,2_malignant
-5.2729664,10.254813,0.016320571823610377,2_malignant
15.128822,14.422178,0.004208439910028125,0_normal
-1.6110426,9.111231,0.026138766816633317,2_malignant
-2.9637735,10.758102,0.03168836799453127,2_malignant
5.5236163,3.4121954,0.008299611397239618,0_normal
11.468012,4.5962486,0.017239961093784274,0_normal
-3.1446996,0.5349698,0.018957790738909373,2_malignant
-5.5993037,11.338424,0.02237623555198958,2_malignant
-4.8142705,11.072382,0.025740127185279977,2_malignant
-2.5807693,4.5932746,0.019824765913009947,2_malignant
13.451846,5.1964793,0.00444951200295733,0_normal
10.833229,8.801627,0.029644055432990472,1_benign_lesion
