condition,B,CD4T,CD8T,Macrophage,Mast,Mono,NK,Plasma,Treg,pDC
Control,4.014017202930869,11.054475947754062,12.965912711054475,21.91780821917808,0.8601465434851864,18.317935648295634,28.257406817457785,0.669002867155145,1.4017202930869703,0.541573749601784
Endometriosis,4.518042511122096,13.880375679683638,16.559565002471576,20.721700444883837,1.150107101664195,15.073323447025869,23.479980227385074,0.8040863404185203,2.985664854176965,0.827154391168232
