names,scores,logfoldchanges,pvals,pvals_adj
AC010894.3,65.59701,5.624807,0.0,0.0
AC079447.1,43.57787,5.6247563,0.0,0.0
AC087623.2,14.371052,5.6242733,7.862775459751996e-47,2.0805354778358106e-46
AC025165.2,13.593439,5.619015,4.380059345511465e-42,1.1365830621524919e-41
CEP44,213.68785,5.6181984,0.0,0.0
UBE2R2-AS1,11.890174,5.613738,1.3312848594039707e-32,3.308047955082401e-32
AC073343.2,36.987076,5.608484,1.8476660433863822e-299,7.604401151386741e-299
CAMKMT,243.35724,5.607518,0.0,0.0
DGKI,34.409958,5.602113,1.7896056653559917e-259,7.077414664251028e-259
ST7-AS2,30.641968,5.59955,3.381050284879433e-206,1.2550900680388391e-205
CDKAL1,259.85025,5.5969405,0.0,0.0
ZHX2,211.42607,5.591197,0.0,0.0
GDAP1L1,7.4845166,5.591089,7.181105156236172e-14,1.5605124384697487e-13
AL139021.2,7.28393,5.590918,3.2423381868603856e-13,6.998483053723206e-13
TMEM266,22.634022,5.586489,2.0045918154673997e-113,6.392612992521849e-113
AC090518.1,7.0068774,5.5855436,2.4369591661410023e-12,5.207569590863579e-12
TFAP2A,113.10394,5.5819244,0.0,0.0
PP2D1,8.118369,5.5813866,4.724902818944573e-16,1.0468665984651354e-15
AC009690.2,20.668526,5.5807586,6.651734393756568e-95,2.0331820375492333e-94
C22orf34,9.339858,5.5777063,9.646351728569508e-21,2.227009354582578e-20
NBEA,170.31181,5.57604,0.0,0.0
AC025287.4,6.74306,5.575519,1.5508500909665053e-11,3.281264110212861e-11
AC007220.1,12.963633,5.574671,1.9670648332574768e-38,5.01921926260203e-38
HMCN2,11.933218,5.573459,7.944238524973287e-33,1.9763552118151738e-32
TRAPPC9,244.201,5.573346,0.0,0.0
RSPO4,9.783497,5.5698853,1.3254987321232956e-22,3.0993726787236457e-22
ABCB5,13.423452,5.568812,4.4069488536647747e-41,1.1387574347980469e-40
AC025917.1,10.156243,5.5625973,3.108225838490438e-24,7.34052375324877e-24
AL078612.1,7.136656,5.557682,9.562881554064441e-13,2.0528634217179628e-12
TPTE2,7.32007,5.554807,2.4784229273404474e-13,5.356252125612077e-13
FLVCR2,70.49652,5.5525303,0.0,0.0
AL512380.2,18.04068,5.5514736,9.338875266854964e-73,2.6907697007535086e-72
AC025043.1,14.512683,5.5512924,1.0070327828860171e-47,2.6749732912318147e-47
CC2D2B,19.067665,5.543779,4.687742770139286e-81,1.380287605964833e-80
BICDL1,170.67325,5.541373,0.0,0.0
SCN2A,17.645073,5.541083,1.1103090445221418e-69,3.171544407500372e-69
AL138787.2,16.36103,5.5370226,3.6293064639882853e-60,1.0068904536036647e-59
LY86-AS1,15.9009,5.536715,6.246147366982638e-57,1.7146856163149326e-56
ANK1,73.967766,5.53428,0.0,0.0
AC123912.1,28.959547,5.5292244,2.1277646664892865e-184,7.675652406722286e-184
STUM,88.12326,5.5265503,0.0,0.0
HMGCS2,10.640786,5.5238132,1.92497429693613e-26,4.6110067317102465e-26
CRTC3-AS1,36.119316,5.523394,1.128436178157997e-285,4.572899731165864e-285
AL162411.1,47.065407,5.5223947,0.0,0.0
CHODL,54.6206,5.5196643,0.0,0.0
AC018462.1,19.585978,5.50974,2.0365772648723447e-85,6.066793768957967e-85
AP001636.3,7.035854,5.504985,1.980445633247913e-12,4.235718081394283e-12
SNED1,161.63899,5.503171,0.0,0.0
AC009686.1,21.183413,5.497764,1.3582800480831854e-99,4.19692474834116e-99
STOX2,158.68636,5.496196,0.0,0.0
SPIDR,270.1362,5.495648,0.0,0.0
TENM3,92.194695,5.494582,0.0,0.0
AC087632.1,7.1245656,5.49353,1.0440927434418126e-12,2.240539111535261e-12
AC008074.1,14.92578,5.4928384,2.2400073680646357e-50,6.004667536215386e-50
PTHLH,66.185165,5.4887443,0.0,0.0
PTPRM,239.85297,5.4853115,0.0,0.0
AL138828.1,56.675064,5.482633,0.0,0.0
EDA,204.53601,5.4825864,0.0,0.0
AL513327.1,23.55699,5.482353,1.0644629147993737e-122,3.4489345922784185e-122
WWOX,243.30568,5.4821544,0.0,0.0
GPC3,85.10035,5.4770474,0.0,0.0
AC006449.3,7.0722013,5.4751472,1.5249489009286361e-12,3.264589027433857e-12
LINC00624,38.507362,5.4731345,0.0,0.0
AC136604.2,17.057913,5.4697185,3.0527015042545663e-65,8.600923139074263e-65
AC055855.1,6.5792894,5.4670596,4.727017283214636e-11,9.935854535791032e-11
C8orf37-AS1,43.0966,5.466911,0.0,0.0
AC098829.1,28.778719,5.4611645,3.961141116182454e-182,1.4244093663037978e-181
RMDN2-AS1,15.733951,5.452649,8.851200543646122e-56,2.4188039242445862e-55
UNC13A,23.276104,5.450365,7.741836595215946e-120,2.49526778712865e-119
AL139082.1,8.031114,5.449952,9.659196470328064e-16,2.1346809741714393e-15
AP001432.1,7.044348,5.4471526,1.863322381589399e-12,3.98695094039091e-12
AC097460.1,6.711049,5.446751,1.932302716937179e-11,4.0830697124261105e-11
AC138123.1,22.590683,5.4413524,5.351454749129545e-113,1.7047298677647837e-112
AC107032.2,12.944149,5.437167,2.535572643331053e-38,6.466487620482424e-38
AP000317.1,13.640286,5.4345903,2.3065304140270288e-42,5.990487522094826e-42
LINC00276,10.370037,5.43363,3.3939442134087483e-25,8.062358026060682e-25
STEAP1B,50.228363,5.432661,0.0,0.0
PIWIL4,67.250206,5.428543,0.0,0.0
CPA6,22.976387,5.426373,8.02944512165844e-117,2.57224467826615e-116
RBM14-RBM4,53.722538,5.4234653,0.0,0.0
AC007285.1,12.323522,5.423152,6.767322035360852e-35,1.6996004397364005e-34
AC006581.2,8.629039,5.421745,6.186986075367878e-18,1.3958415372115015e-17
CYP4A22-AS1,28.75932,5.421486,6.926200222701622e-182,2.4900254757289856e-181
AP000446.1,21.246363,5.4197793,3.5621710175609495e-100,1.1025145178553068e-99
ZNF451-AS1,33.148727,5.419383,5.907915902977247e-241,2.2880099228185983e-240
AL050403.2,24.535927,5.4193625,6.112855031591922e-133,2.023003575959985e-132
NUP50-DT,147.05731,5.4193244,0.0,0.0
SHC3,42.004784,5.4170895,0.0,0.0
SCN8A,28.676283,5.413426,7.54012776197445e-181,2.705796242691767e-180
LINC02210-CRHR1,24.406239,5.4100885,1.468302862229694e-131,4.843496818771544e-131
PRKCE,197.08054,5.408679,0.0,0.0
ELMO1,76.11634,5.4074283,0.0,0.0
COL18A1-AS1,10.24529,5.4070597,1.2425208757893251e-24,2.941685357336549e-24
AL031594.1,12.778517,5.4046655,2.1615297605829865e-37,5.492640377765734e-37
PDE7B,136.83527,5.4009013,0.0,0.0
AL591368.1,12.234454,5.3984594,2.03467335217529e-34,5.098337215930107e-34
AC008554.1,20.755028,5.39827,1.1041691873829942e-95,3.380974295252988e-95
AC073167.1,18.643204,5.3982205,1.4338978317468312e-77,4.182851227055608e-77
AC007991.3,11.618719,5.395935,3.310629840542538e-31,8.164598228764085e-31
STXBP5L,42.940773,5.395016,0.0,0.0
RAD51B,195.77895,5.393111,0.0,0.0
AC090617.4,14.974258,5.3878403,1.081672388046602e-50,2.9014247996199617e-50
GCC2-AS1,45.470535,5.387233,0.0,0.0
AL132712.1,7.1529813,5.386859,8.491333084196476e-13,1.8240275403820613e-12
ZSWIM5,75.119156,5.3865566,0.0,0.0
VPS13B,252.5301,5.3843446,0.0,0.0
RHOXF1-AS1,60.38824,5.3832903,0.0,0.0
AC092118.1,30.739998,5.3821297,1.663619321283344e-207,6.189577744424487e-207
AC108866.1,18.369368,5.3807774,2.3108749565354075e-75,6.71126450299868e-75
OR3A2,8.70849,5.3803005,3.079495370522062e-18,6.967322884731573e-18
PCDH11X,15.468624,5.37994,5.650171747118064e-54,1.533262007833086e-53
ADRA1B,10.039635,5.3777623,1.0205093959422982e-23,2.4033529358143447e-23
TMED7-TICAM2,12.45147,5.377559,1.3729152448899295e-35,3.458935857145262e-35
AL137779.2,7.518169,5.3765707,5.554874222048694e-14,1.208898487560601e-13
GMDS-DT,212.32419,5.372787,0.0,0.0
AL590822.1,6.6917076,5.3687205,2.2058094960439336e-11,4.6566738932068456e-11
AC009269.2,12.550618,5.368605,3.944172470090327e-36,9.963337300407815e-36
FAM66D,35.866467,5.365726,1.0185667339383602e-281,4.116927956912096e-281
AL049869.3,15.244264,5.355873,1.797467569649488e-52,4.854066514106024e-52
FRG1-DT,28.314667,5.355401,2.2804671592914885e-176,8.126245349810263e-176
ATP2B2,114.32614,5.3531904,0.0,0.0
NKAIN2,19.566805,5.3456407,2.967108521624566e-85,8.83520365469128e-85
DM1-AS,25.99495,5.34404,5.648194587703605e-149,1.9277760769173308e-148
TMEM117,198.13637,5.341639,0.0,0.0
XKR4,66.86699,5.339766,0.0,0.0
ZNF350-AS1,21.893291,5.3323684,3.0097827289460057e-106,9.46123951306957e-106
AL138963.1,8.416783,5.328546,3.8696230293371177e-17,8.668636629974592e-17
AC068234.2,21.326239,5.3270926,6.481455180054258e-101,2.0102654287049913e-100
EDDM13,29.186193,5.3260064,2.903179364185896e-187,1.0516546445585071e-186
AL132780.1,20.73545,5.3260036,1.6589277253188717e-95,5.0764907490845884e-95
VWA5B1,7.8220778,5.3252425,5.195841804492956e-15,1.141786043210872e-14
ACOXL,38.00189,5.321338,0.0,0.0
IL12RB2,31.235037,5.32045,3.564671872308791e-214,1.3373746714430007e-213
PMFBP1,15.765479,5.319435,5.376285698229971e-56,1.4700158950808428e-55
PHF21B,89.789116,5.315818,0.0,0.0
FAR2,72.74013,5.311258,0.0,0.0
AC243585.2,14.655254,5.309354,1.2468958698094136e-48,3.3222805229154546e-48
AC061992.1,30.09128,5.305456,6.3013247363956695e-199,2.3178639694290497e-198
AC120498.4,7.0452194,5.301113,1.8516971923199886e-12,3.962363629652845e-12
AC006299.1,17.06165,5.300518,2.8635663690120685e-65,8.069578669427082e-65
AC093249.2,10.596293,5.296252,3.1002610092083486e-26,7.414813930665144e-26
AC008892.1,15.675092,5.29457,2.2390047444921136e-55,6.110703336862487e-55
INKA2,16.793762,5.2939315,2.711055486870354e-63,7.591263846698422e-63
AC108058.1,13.22813,5.2938023,6.0370285710416655e-40,1.5510131695046143e-39
DIP2B,245.81566,5.293381,0.0,0.0
BTBD9,221.33842,5.2915616,0.0,0.0
AC079630.1,9.321318,5.284464,1.1490434530714156e-20,2.6510862699585047e-20
PCAT1,214.9215,5.2824993,0.0,0.0
ARHGAP40,40.400124,5.2816315,0.0,0.0
AC040934.1,12.661452,5.2803206,9.669362045319095e-37,2.4480132132910913e-36
SSH2,276.7908,5.2769036,0.0,0.0
AC091948.1,10.938332,5.276832,7.55781038079127e-28,1.8266667256896892e-27
AC091133.1,12.004771,5.2750463,3.353915521048964e-33,8.363547148841065e-33
TMEM233,33.731575,5.2725644,1.9917772762801087e-249,7.800687396359629e-249
AC010978.1,9.602564,5.271495,7.798035373604211e-22,1.814911606104448e-21
LINC00511,185.23906,5.270974,0.0,0.0
AL122035.1,14.735546,5.265855,3.81105231804449e-49,1.0173601062362484e-48
TPRG1,88.35476,5.2656493,0.0,0.0
AMBRA1,205.11337,5.265365,0.0,0.0
LINC00923,69.16763,5.2640853,0.0,0.0
AC019117.1,59.408577,5.262748,0.0,0.0
LINC00862,19.219326,5.2620344,2.5505873635201742e-82,7.539423908383458e-82
AC046158.1,10.734009,5.2552505,7.04714905765182e-27,1.6925767521143412e-26
EXT1,250.29475,5.253686,0.0,0.0
AL355001.1,7.8537836,5.253616,4.036710657540779e-15,8.877276267290677e-15
KAZN,253.32904,5.2462654,0.0,0.0
LINC01648,6.6234283,5.242302,3.509619898676546e-11,7.38854178426737e-11
ADAM23,38.817963,5.2403526,0.0,0.0
AC021351.1,6.68075,5.236505,2.3772231032106826e-11,5.017468246573616e-11
PARD3B,214.02951,5.2343326,0.0,0.0
AP002812.2,21.006735,5.232234,5.6915576541208685e-98,1.7511116641611717e-97
TSNARE1,92.32696,5.230575,0.0,0.0
ZYG11A,30.152674,5.2297616,9.894496445716346e-200,3.643652326250202e-199
PLCG1-AS1,24.938751,5.227312,2.8282783033821794e-137,9.429723190569691e-137
EPHA6,40.559124,5.225909,0.0,0.0
LRRC37A3,122.03387,5.222365,0.0,0.0
MAGI1-AS1,27.028639,5.2201533,6.8108203253116394e-161,2.365602495959218e-160
AC104806.2,19.252108,5.2183013,1.3553484489127533e-82,4.008757982411219e-82
IGF2BP3,126.295715,5.2172246,0.0,0.0
AC105219.4,12.788083,5.2169623,1.911291890835764e-37,4.858435872977543e-37
SPANXA2-OT1,6.889984,5.216945,5.579858427426276e-12,1.1871269406476796e-11
SLFNL1-AS1,53.529327,5.2164917,0.0,0.0
ERC2,60.60476,5.2139163,0.0,0.0
AC020661.3,14.628278,5.211759,1.85421070256465e-48,4.935981433943398e-48
PURPL,14.33697,5.211634,1.2854602781746963e-46,3.3986607587517936e-46
AC008629.1,19.80344,5.2110553,2.780454779810133e-87,8.326420205637687e-87
AC011443.1,11.909681,5.210412,1.0537935808106874e-32,2.6200660470943506e-32
AL157838.1,27.519812,5.209813,1.0172215614791432e-166,3.5675240748787525e-166
GRM8,10.679093,5.208469,1.2751095391950958e-26,3.057570823583531e-26
GRID1,14.688734,5.200428,7.612267621900078e-49,2.0293424471852422e-48
AL513211.1,6.731959,5.19797,1.673941351559519e-11,3.540937543807493e-11
ZHX3,205.11937,5.196927,0.0,0.0
GTF2IRD1,218.40546,5.196487,0.0,0.0
AL157834.1,9.292764,5.195798,1.503327731069921e-20,3.463623929039148e-20
DPH6-DT,30.370802,5.1945643,1.335102801870353e-202,4.933131348752693e-202
CYP1B1-AS1,36.533848,5.1871886,3.219137031228854e-292,1.3137246618599786e-291
AC027097.2,43.660492,5.186902,0.0,0.0
SH3GL3,14.69709,5.1850724,6.728972863362896e-49,1.7946763787491538e-48
MYO1H,18.348427,5.18491,3.3981148717314563e-75,9.863986254028302e-75
AP001439.1,7.728504,5.180441,1.0881761036449616e-14,2.3834624195694793e-14
AC010504.1,6.789369,5.179095,1.1262486024428163e-11,2.3876890824995596e-11
AC109587.1,24.390167,5.174099,2.174655911451852e-131,7.171143390862444e-131
LARGE1,180.49353,5.172254,0.0,0.0
LINC01554,26.34626,5.1712546,5.664637221931699e-153,1.9434964234186484e-152
LINC00486,15.9766655,5.170808,1.8582458750624952e-57,5.111214669392277e-57
AC021739.2,25.336779,5.1696076,1.2570093064493909e-141,4.2320698688234535e-141
LINC01983,9.4374075,5.166489,3.8211646637547656e-21,8.861237044187077e-21
NEXMIF,33.608856,5.1662316,1.245382576094418e-247,4.858785502981657e-247
AC121161.2,15.22484,5.1662087,2.4194822382435034e-52,6.531429792058749e-52
CLDN20,7.108083,5.1644053,1.176660471034859e-12,2.52300201202871e-12
DAPK1,228.87592,5.162181,0.0,0.0
LINC01191,32.593937,5.161442,4.9984109084985785e-233,1.915679093159806e-232
AC124947.1,13.632586,5.157639,2.5633362418544136e-42,6.656874436897445e-42
AC074386.1,102.43492,5.1567163,0.0,0.0
CAPN14,27.2852,5.155459,6.3561281334594346e-164,2.218634323653157e-163
FANCD2OS,9.192791,5.1536593,3.8277694494701633e-20,8.783435530566005e-20
WARS2-IT1,7.3499722,5.153218,1.9824773375748e-13,4.289146148332028e-13
CR381653.1,52.628338,5.1515503,0.0,0.0
AC005480.1,48.786446,5.1483746,0.0,0.0
NDST3,9.673558,5.1418967,3.9055926657748236e-22,9.105649093662605e-22
NR3C2,107.937645,5.1406937,0.0,0.0
AC011921.1,29.520876,5.1392517,1.553740939925335e-191,5.660247959042085e-191
SPATA9,15.455089,5.136395,6.971592190832811e-54,1.8911548538976016e-53
GPR1,18.285904,5.128927,1.071717051483878e-74,3.1057708076858604e-74
GRIK1,18.74011,5.128592,2.331428324108826e-78,6.819918614257913e-78
BORCS8-MEF2B,11.762941,5.1247177,6.058633728448063e-32,1.500683224300212e-31
CPXM2,71.52006,5.122358,0.0,0.0
GRTP1-AS1,7.3182673,5.1211586,2.511931567761822e-13,5.42787495946192e-13
FLG-AS1,40.65193,5.1199374,0.0,0.0
AC008735.2,36.122707,5.1147466,9.98328222502577e-286,4.046202636632047e-285
LINC00607,11.79211,5.112585,4.286618058744805e-32,1.0623905268546713e-31
ARL15,196.02663,5.1120706,0.0,0.0
HYAL1,19.208387,5.1093698,3.149014334302664e-82,9.304622102457242e-82
MAP3K20-AS1,19.253782,5.108139,1.3122523652763428e-82,3.8820689587868565e-82
LGI2,38.22792,5.108015,0.0,0.0
C5orf17,25.466124,5.107101,4.679740141894557e-143,1.5789845337082527e-142
SSTR1,8.082072,5.1028705,6.367510874310899e-16,1.4093284074231812e-15
KIAA1211,97.98568,5.1003513,0.0,0.0
LINC01135,15.172937,5.0990005,5.34307228551651e-52,1.4405270208281066e-51
AP002498.1,8.108975,5.09842,5.104832675978298e-16,1.1306210824393544e-15
PTPN20,48.63422,5.096137,0.0,0.0
AL078459.1,48.94854,5.094344,0.0,0.0
AC034102.5,6.620823,5.0933075,3.5720479671527115e-11,7.518894894149231e-11
CACNG4,54.42902,5.093032,0.0,0.0
IGF2BP1,14.636043,5.092323,1.6541964008110387e-48,4.404329611031465e-48
EFCAB3,11.062649,5.090608,1.9039001922569263e-28,4.621633594520923e-28
GRIA4,14.341218,5.090547,1.2091466711744348e-46,3.1977522120527548e-46
LRRTM4,15.503213,5.0874705,3.299712989740441e-54,8.9691204516785e-54
AC091057.6,37.01548,5.085605,6.454873520545923e-300,2.6577302713569593e-299
NRG3,7.942298,5.0852313,1.9846968779505704e-15,4.3724335128230635e-15
AC009242.1,11.034269,5.0837812,2.611663804691592e-28,6.330331786304088e-28
GLDC,107.0214,5.083703,0.0,0.0
AL022068.1,139.27307,5.0803576,0.0,0.0
MARCH1,44.30634,5.079496,0.0,0.0
NR6A1,145.87177,5.078159,0.0,0.0
RPTOR,178.51309,5.0731187,0.0,0.0
GRAMD2A,69.194,5.0678225,0.0,0.0
AC018682.1,19.128298,5.0662713,1.4678846706931193e-81,4.329468070871735e-81
NECTIN3-AS1,13.605353,5.065856,3.721651327274174e-42,9.659871995640885e-42
SMIM35,17.608196,5.061848,2.1312973455051064e-69,6.080889914276888e-69
EPB41L1,202.15291,5.059891,0.0,0.0
SHROOM4,148.22476,5.0593967,0.0,0.0
AL356805.1,9.373715,5.058541,7.002344810463972e-21,1.6193847776098447e-20
AC007622.2,9.186426,5.0577364,4.0611100795648565e-20,9.316701417771148e-20
AL354733.2,11.73262,5.0574527,8.673135734051214e-32,2.1466574321224737e-31
HOXD3,36.871937,5.0572624,1.3021333524841128e-297,5.3479830179215376e-297
PURG,18.729055,5.0571585,2.8695773721126505e-78,8.392455164750577e-78
AL450992.2,9.317416,5.0539,1.1920803586102112e-20,2.749736993419742e-20
ANGPT1,59.844296,5.0526643,0.0,0.0
FAM20A,174.69846,5.052179,0.0,0.0
AL136382.1,20.115044,5.046539,5.449199768833182e-90,1.6451780919501467e-89
SEMA6D,70.02927,5.044745,0.0,0.0
TCERG1L,10.75742,5.036728,5.467993104596524e-27,1.31415183835546e-26
DRAIC,72.76978,5.0366445,0.0,0.0
AL049830.3,8.974743,5.0363774,2.8401540754171335e-19,6.471431315360182e-19
AC005670.2,44.03695,5.035232,0.0,0.0
PLEKHA7,208.02422,5.03039,0.0,0.0
AGAP1,253.37656,5.029025,0.0,0.0
HNF4A,23.892414,5.025391,3.672527880325313e-126,1.1982073616838636e-125
GOLGA8M,12.724182,5.0236087,4.339944962689651e-37,1.1010186834039982e-36
AL139300.2,7.268394,5.020284,3.63786006251559e-13,7.848188752636278e-13
DRICH1,19.655098,5.0174785,5.228808702665912e-86,1.5601366170528886e-85
SLC7A9,14.434808,5.0171227,3.1251452647678046e-47,8.284159754810886e-47
AL158071.1,19.073315,5.016076,4.2076373421273174e-81,1.2392931449533181e-80
AC093827.5,20.366547,5.015007,3.312268194393322e-92,1.0056681038498334e-91
VWC2L,7.0351744,5.0102024,1.9901164876494273e-12,4.2560935602757525e-12
ARMH3,173.05833,5.0100484,0.0,0.0
OTX1,9.422541,5.0077887,4.403036287405817e-21,1.0200177419557054e-20
AC013652.1,16.907637,5.006462,3.9524092834206925e-64,1.109560282720915e-63
KIAA0513,128.34949,5.0059237,0.0,0.0
FAM156A,16.872381,5.004975,7.184020149115687e-64,2.0150466850625591e-63
NPIPB3,14.452858,5.0004387,2.4049708062091596e-47,6.377405523289914e-47
MAMLD1,51.370934,4.9987793,0.0,0.0
STK3,265.72903,4.99809,0.0,0.0
STAC,27.051437,4.996652,3.673691455463884e-161,1.2767342436136105e-160
NCOA2,256.88702,4.9895387,0.0,0.0
PADI2,15.881398,4.988861,8.525713690727941e-57,2.339817149509257e-56
LINC01644,7.918046,4.9877634,2.412720694433034e-15,5.313815789573948e-15
SLFNL1,22.34212,4.9875026,1.4404467152974297e-110,4.5669305886550464e-110
INVS,162.35782,4.986982,0.0,0.0
AC073610.3,14.81586,4.9862647,1.1569925273601404e-49,3.0933444393793524e-49
ZIM2,7.8723493,4.9853497,3.480428645989026e-15,7.658499099557075e-15
AC104827.1,9.935458,4.981195,2.918306784544188e-23,6.853634431969927e-23
SRGAP2-AS1,8.182338,4.9756055,2.783902981400693e-16,6.18528741560172e-16
AC004540.1,43.712536,4.9720144,0.0,0.0
MYLK4,23.97173,4.9635463,5.484871830135637e-127,1.791882566035019e-126
CFAP47,137.84816,4.962268,0.0,0.0
MIR34AHG,122.928665,4.9594245,0.0,0.0
CMKLR1,6.5940156,4.9580193,4.280867842109091e-11,9.002565687044684e-11
KLHL29,142.34462,4.954632,0.0,0.0
GRID2,18.073805,4.948506,5.125366076383253e-73,1.4774703263920096e-72
AC022101.1,14.383432,4.9443297,6.575108162327172e-47,1.7404351383427879e-46
AC119403.1,10.50667,4.9436345,8.048520001497939e-26,1.9193474573547134e-25
UGT3A1,8.341177,4.9425187,7.35550035184446e-17,1.6427766252455522e-16
SHANK2,203.15707,4.938771,0.0,0.0
AL359317.2,11.61229,4.9373603,3.569244759171838e-31,8.80165325581164e-31
PRKCA-AS1,17.803993,4.9353695,6.580477132101153e-71,1.8882663464284037e-70
KIF9-AS1,95.179855,4.9340467,0.0,0.0
CAMK1D,126.996506,4.933814,0.0,0.0
DENND6A-AS1,24.914963,4.9324913,5.122386591605482e-137,1.7072694813782156e-136
AL359921.1,15.0130825,4.928956,6.027965896166819e-51,1.618529122693273e-50
GRIK4,7.253262,4.9262815,4.068514051846514e-13,8.771498864789921e-13
AL109930.1,29.31153,4.924528,7.394679940528718e-189,2.6836045058843927e-188
AC008514.1,18.538694,4.9214034,1.0063591579849312e-76,2.9293036900241514e-76
NIM1K,15.852909,4.916568,1.3422190321619052e-56,3.6805393276758343e-56
GATA4,10.165175,4.913132,2.8361127190705993e-24,6.700568733031026e-24
PCAT7,35.339905,4.910492,1.4328464117917763e-273,5.735658742064681e-273
FAM151B,93.23409,4.9046073,0.0,0.0
AC026202.2,43.88588,4.903959,0.0,0.0
AF127577.2,8.553008,4.903762,1.1992122823937423e-17,2.6989359575556142e-17
AP001207.3,33.28925,4.903157,5.52466502145094e-243,2.1452118091182936e-242
KCNK3,19.627966,4.90074,8.92145014649689e-86,2.658698383550844e-85
LINC01285,33.550926,4.8969245,8.727456028329544e-247,3.402716880334981e-246
SYNPR-AS1,8.769055,4.8961873,1.8017138703939746e-18,4.081986388885536e-18
COP1,225.75029,4.8960524,0.0,0.0
AC090921.1,8.141192,4.8946896,3.9140323795250133e-16,8.679887065738483e-16
ADCY10,6.779842,4.8936276,1.2030730597442735e-11,2.5498275643614725e-11
SPRY4-AS1,25.78163,4.8922386,1.4251282103959193e-146,4.842254752386549e-146
ELFN2,27.716183,4.8921876,4.4566826833231123e-169,1.5691646552823596e-168
AC078864.1,32.66373,4.890679,5.115792081620717e-234,1.9624492097981264e-233
IMMP2L,249.53267,4.8866935,0.0,0.0
AL513314.2,34.076996,4.8850517,1.6168138279544578e-254,6.367633014069771e-254
AC022784.1,76.91659,4.881189,0.0,0.0
NLGN1,83.7222,4.8804674,0.0,0.0
PARD3,273.4316,4.879187,0.0,0.0
AC008543.1,29.83255,4.8781557,1.4785158709863962e-195,5.4142576475977525e-195
DNAH17,15.653295,4.871308,3.1545578186593165e-55,8.604663992703641e-55
ZBTB20-AS1,15.846436,4.8697243,1.4878413926770868e-56,4.078339954121821e-56
NOXRED1,22.065027,4.867682,6.852741182454528e-108,2.1603656145818535e-107
AL035071.2,14.145132,4.8656373,2.0014124679530785e-45,5.260499348344852e-45
GRIA3,22.23126,4.859146,1.7126129015682899e-109,5.417617459379925e-109
AC004834.1,8.757636,4.8585634,1.993883422077845e-18,4.5159823173768036e-18
AL359232.1,36.845066,4.8575773,3.507966697099574e-297,1.440353956692859e-296
CDH12,36.93664,4.85704,1.1934569155641444e-298,4.9077820243154415e-298
GNAS-AS1,15.971166,4.8539906,2.0295738197839627e-57,5.580902774766777e-57
B4GALNT2,23.06677,4.8539567,9.98460574672551e-118,3.2051897782455086e-117
DNM3,92.965195,4.8524003,0.0,0.0
AC090579.1,21.318804,4.852181,7.597565356450065e-101,2.355691988407921e-100
CACNA1H,25.848515,4.85143,2.528476633913543e-147,8.609999423370262e-147
IL24,9.001002,4.8485146,2.2366719831687103e-19,5.101090798808466e-19
LRMDA,161.73318,4.8451285,0.0,0.0
EXOC6B,205.3584,4.8447213,0.0,0.0
DLEU2,187.77005,4.843209,0.0,0.0
SAP30L-AS1,24.229567,4.8418307,1.0859839393706976e-129,3.56799129167965e-129
NALCN,19.711208,4.841393,1.7279115663761543e-86,5.1608403514805135e-86
SCTR,11.152458,4.837552,6.965525418080193e-29,1.6946116789908397e-28
IPCEF1,95.18595,4.8357687,0.0,0.0
SLC45A4,206.47612,4.833578,0.0,0.0
DCLK1,39.26369,4.8322215,0.0,0.0
HUNK,92.864105,4.8279104,0.0,0.0
PIK3IP1-AS1,17.300426,4.823308,4.66925667054057e-67,1.3237629558473793e-66
DIP2C,189.46999,4.8202405,0.0,0.0
PROSER2-AS1,18.74608,4.8200083,2.0839328724902004e-78,6.0971502749069275e-78
TTC28,224.88197,4.819837,0.0,0.0
VEGFD,8.455763,4.8178053,2.772694037546654e-17,6.220288302723748e-17
AC011479.1,8.40669,4.815261,4.2174534200418826e-17,9.444255667993994e-17
MIR3681HG,9.463438,4.8108463,2.9798216506788553e-21,6.915059594856315e-21
AP002986.1,27.195969,4.8105683,7.248504662697393e-163,2.5286277931418076e-162
AC116366.3,79.14507,4.8088493,0.0,0.0
TLN2,196.70561,4.8031054,0.0,0.0
AC009093.2,32.798214,4.8031044,6.243864640849411e-236,2.4020495420047304e-235
HEATR4,20.919014,4.7968984,3.594707021418592e-97,1.1044813062375508e-96
SYT16,17.45939,4.7968616,2.9203820472878604e-68,8.312982635088733e-68
AC003991.1,19.352568,4.796855,1.939339144993966e-83,5.7487136068732996e-83
LINC01004,103.044136,4.7934966,0.0,0.0
ADCY9,135.62619,4.79144,0.0,0.0
AC078785.1,9.148678,4.7896104,5.763452139750496e-20,1.320465060802484e-19
AP005899.1,13.772385,4.7865624,3.736738289276099e-43,9.730677397030266e-43
ENTPD1-AS1,120.574036,4.7857566,0.0,0.0
AC006064.2,22.367556,4.781757,8.148149004045415e-111,2.5850326610384733e-110
AL035530.2,24.95339,4.779254,1.961928534787133e-137,6.543454894089003e-137
ADAM22,81.00049,4.7774296,0.0,0.0
MTMR7,42.5599,4.777066,0.0,0.0
MYOM3,8.617297,4.7746425,6.855331427325598e-18,1.545681736649041e-17
XYLB,64.49806,4.773638,0.0,0.0
LINC02062,42.95308,4.7732477,0.0,0.0
ZNF235,82.37148,4.7724705,0.0,0.0
HIVEP3,94.79659,4.7679296,0.0,0.0
DPYD,112.25876,4.767546,0.0,0.0
C16orf74,141.65703,4.7674794,0.0,0.0
