names,scores,logfoldchanges,pvals,pvals_adj
LINC02167,32.17397,26.668306,4.0824590370060006e-227,1.553744237179884e-226
AC010542.3,15.371099,25.401318,2.557919655352634e-53,6.924133048177037e-53
AC108488.2,14.44556,25.288607,2.673725274273305e-47,7.088804753931649e-47
AC090796.1,11.346796,25.19062,7.693013365196794e-30,1.8812080546063377e-29
PAX3,6.647515,23.793968,2.980833015631574e-11,6.282492252630104e-11
AC064834.1,144.13393,14.7283945,0.0,0.0
AL365273.2,39.79943,14.491671,0.0,0.0
AP000311.1,87.35297,14.051401,0.0,0.0
LINC02428,112.24954,13.895264,0.0,0.0
CASP14,20.654398,13.798116,8.912490154007758e-95,2.7233633510745973e-94
FP671120.1,257.6284,13.740941,0.0,0.0
CDH9,71.58809,13.733842,0.0,0.0
AP003086.2,60.82414,13.720758,0.0,0.0
PANCR,15.213587,13.360028,2.873571252728255e-52,7.753706057480388e-52
XACT,145.99622,13.25543,0.0,0.0
AC104823.1,47.41422,13.231619,0.0,0.0
AL139023.1,46.497356,13.166427,0.0,0.0
AC027644.4,125.898796,13.0638075,0.0,0.0
AC010983.1,54.871567,12.986509,0.0,0.0
AL117329.1,57.658638,12.930147,0.0,0.0
LINC01804,27.515203,12.785149,1.1549567747336848e-166,4.0500977981101666e-166
FP236383.1,253.32475,12.755833,0.0,0.0
AC112178.1,12.269167,12.131788,1.3261021309229963e-34,3.325955149155434e-34
AC006978.2,79.63191,12.026128,0.0,0.0
AP000282.1,15.119485,11.910193,1.2048051393986255e-51,3.244086419845118e-51
AC093821.1,23.504606,11.872986,3.65947220055385e-122,1.1842653598066322e-121
AC093152.1,32.57493,11.818723,9.29144304361946e-233,3.5587070438143016e-232
AP002075.1,70.015144,11.815495,0.0,0.0
AC022973.2,24.211615,11.798727,1.678714575347985e-129,5.511723527910385e-129
LINC01518,34.85378,11.743846,3.732037886702216e-266,1.4844703501389607e-265
AL021937.3,11.434602,11.704491,2.808231974843795e-30,6.888204187817698e-30
AC068234.1,56.556515,11.6267,0.0,0.0
AL138752.2,62.24891,11.577959,0.0,0.0
AC025576.2,8.055559,11.57106,7.911606534006294e-16,1.7496423346753977e-15
AL133467.2,10.21859,11.551315,1.6370541640343818e-24,3.87295381060209e-24
LINC02471,22.687502,11.507149,5.952485724851482e-114,1.9002908481606946e-113
AC090568.2,55.060047,11.444127,0.0,0.0
AC022387.1,8.423728,11.426305,3.6469068955822875e-17,8.17281328273089e-17
AC026316.5,7.850037,11.395392,4.15913867733229e-15,9.145831047853343e-15
LINC00355,27.128685,11.352738,4.518803249360209e-162,1.573773557655466e-161
AL078581.3,11.98884,11.344478,4.0655793137829355e-33,1.012879078174387e-32
MIR4713HG,83.23226,11.320657,0.0,0.0
GPR75-ASB3,48.64281,11.310749,0.0,0.0
AP000943.3,30.736256,11.301137,1.8665484502055582e-207,6.943710724939549e-207
AL136234.1,49.407825,11.293579,0.0,0.0
COL19A1,154.30466,11.190394,0.0,0.0
AC004870.3,38.859062,11.184882,0.0,0.0
AC109454.3,34.921753,11.160924,3.47660027830605e-267,1.3837984393904521e-266
C1QTNF3-AMACR,102.90901,11.127519,0.0,0.0
AC009690.1,61.376057,11.104762,0.0,0.0
AC022784.6,37.116753,11.093331,1.5081278798753638e-301,6.2173692995559816e-301
AC114316.2,17.765333,11.053242,1.3115888335387933e-70,3.759947408445837e-70
AC084337.2,19.827599,10.958559,1.720585456265644e-87,5.155645715223183e-87
AP001610.1,9.622195,10.951471,6.44409119491785e-22,1.5006230816648854e-21
GRIK3,45.87155,10.925519,0.0,0.0
AL365255.1,14.330681,10.92192,1.4073440206865758e-46,3.7199130800997655e-46
AL357507.1,254.62737,10.891438,0.0,0.0
AC004076.1,33.98117,10.826213,4.227193292361463e-253,1.6619493798886167e-252
AC005208.1,39.64703,10.744597,0.0,0.0
LINC02267,78.60974,10.714526,0.0,0.0
AC019068.1,15.671408,10.696888,2.3726642388836084e-55,6.474889102137784e-55
AC073896.1,15.290076,10.682491,8.904534651008235e-53,2.4066530134017317e-52
AC008537.1,29.225769,10.617838,9.126750684154288e-188,3.307719043974916e-187
AL353593.3,24.4776,10.544023,2.5588230003111054e-132,8.456859899181527e-132
AC099792.1,7.3210115,10.490209,2.4610823985091944e-13,5.319555206263835e-13
LINC01192,7.0950804,10.486036,1.2927653747771915e-12,2.770948792710348e-12
NR1H4,91.759926,10.483814,0.0,0.0
AC025283.3,37.786854,10.4456415,0.0,0.0
AL139393.1,67.98679,10.405573,0.0,0.0
AC097347.1,19.237207,10.3915615,1.8068155121273804e-82,5.343006416294967e-82
MARCOL,24.292006,10.340968,2.3813746217873142e-130,7.83881312912489e-130
AL355303.1,7.1880326,10.316863,6.573148411003032e-13,1.4131120601115285e-12
CASR,39.972347,10.280305,0.0,0.0
LINC01845,11.038543,10.233349,2.490383137769894e-28,6.03834584599269e-28
SLC17A1,8.414293,10.204552,3.9527042203187856e-17,8.853409862410022e-17
AL132671.2,9.406298,10.19585,5.139219968871445e-21,1.1898170574737262e-20
C6orf10,9.965647,10.170938,2.154665878105953e-23,5.063044750574425e-23
PTPN5,31.372293,10.152878,4.8318503226018054e-216,1.8169430794146354e-215
AC007326.4,42.33688,10.104568,0.0,0.0
AL110118.2,11.00473,10.099957,3.6260083752517935e-28,8.779602108985362e-28
OPN5,33.518635,10.090621,2.579881251147088e-246,1.0049319792424946e-245
SLC36A2,20.029396,10.07631,3.053394541118048e-89,9.198810528383592e-89
SOD2-1,24.471752,10.071406,2.953279830478497e-132,9.758347699902653e-132
TIMD4,44.810654,10.051238,0.0,0.0
CHURC1-FNTB,40.012318,9.998746,0.0,0.0
RDH8,15.015544,9.998202,5.808343231681356e-51,1.5599852262987761e-50
LINC02405,14.995402,9.982314,7.868393655014111e-51,2.11211403174772e-50
LINC01606,78.09583,9.946217,0.0,0.0
NKX2-1,10.55975,9.942478,4.578810099869625e-26,1.0938618416725995e-25
FP700111.1,62.508858,9.928049,0.0,0.0
AC011483.1,30.06607,9.91139,1.3461953509468144e-198,4.948730077612278e-198
AC105402.3,44.02634,9.904589,0.0,0.0
LINC01317,12.5274105,9.812693,5.2860505635926356e-36,1.334733417211548e-35
AL356277.3,116.45195,9.798784,0.0,0.0
AL139158.2,10.238573,9.797268,1.3318602293695526e-24,3.1524392892980833e-24
AL049650.1,10.783682,9.777307,4.110961068988887e-27,9.890555676001452e-27
RNASE10,8.71885,9.764415,2.810415122167799e-18,6.3599937587259645e-18
PKHD1,213.98395,9.745594,0.0,0.0
AL023755.1,61.63345,9.7274885,0.0,0.0
KCNQ2,110.50124,9.7240305,0.0,0.0
SLC5A4-AS1,69.61231,9.712673,0.0,0.0
AL845331.2,9.619812,9.711669,6.595144406957782e-22,1.5356774510129576e-21
AC012435.2,15.770516,9.64989,4.96420279715918e-56,1.3574674377267395e-55
AP000924.1,8.176811,9.635171,2.914534281165954e-16,6.473576331164394e-16
SLC1A6,30.118784,9.634141,2.7505479090473864e-199,1.0121330810488388e-198
AC005064.1,13.241155,9.6209545,5.076201818075153e-40,1.304841919287598e-39
OPCML,23.444128,9.619632,1.5174240982960972e-121,4.905258196243432e-121
AC068722.1,15.601472,9.617379,7.113541244742019e-55,1.9382069842889076e-54
AC090541.1,19.42575,9.6111555,4.675029564380541e-84,1.3881711718065093e-83
AC015660.3,26.008394,9.598249,3.979737420565636e-149,1.3586317460035056e-148
AL359710.1,45.6409,9.56515,0.0,0.0
DSCAM-AS1,11.620185,9.5590105,3.254309795887603e-31,8.026373362779663e-31
LINC01748,33.677044,9.531925,1.2536143981510433e-248,4.90126217097846e-248
AC019211.1,24.286448,9.523642,2.7261985330650774e-130,8.971875925711772e-130
APELA,24.471886,9.503127,2.943704800429118e-132,9.7277979808272e-132
SNAP25-AS1,79.199776,9.48826,0.0,0.0
AC011477.4,19.754904,9.466987,7.2794246743162465e-87,2.1774859261807006e-86
LINC02163,10.990143,9.452318,4.262506625217342e-28,1.0314825915157592e-27
FO393400.1,16.88901,9.450341,5.420582801899478e-64,1.520997815850357e-63
LINC01362,27.740114,9.445515,2.2931739649299088e-169,8.076019938506882e-169
MIR2052HG,22.98361,9.436298,6.799500179347541e-117,2.1784663154620036e-116
AC019197.1,77.07744,9.404222,0.0,0.0
LINC01169,14.793659,9.371574,1.609587652009201e-49,4.3006807241975844e-49
LINC02582,7.2576447,9.370178,3.93888997267293e-13,8.493896662263154e-13
CCR3,26.084549,9.355497,5.459201352926215e-150,1.8662909927287698e-149
HAVCR1,94.51287,9.34298,0.0,0.0
POU6F2,36.626442,9.335734,1.0855132048271599e-293,4.4379350600229867e-293
AC068533.4,31.91341,9.303998,1.7398861685316162e-223,6.5963331052431154e-223
AL354993.2,15.216132,9.243442,2.7639752008154826e-52,7.458666515588157e-52
LINC02100,21.220036,9.241751,6.23767736501455e-100,1.9293873739277224e-99
AC133919.2,21.405863,9.229413,1.1782205492115215e-101,3.660093921545995e-101
PDCL2,21.492212,9.224413,1.841246779704795e-102,5.733630433900939e-102
FAM196B,7.686701,9.22118,1.5097751664773177e-14,3.302004196865293e-14
AL591926.2,20.074589,9.206896,1.2309608787820677e-89,3.711863039970842e-89
AC008691.1,55.165104,9.175753,0.0,0.0
AC093772.1,20.86316,9.159015,1.1576789479191681e-96,3.5536652112321245e-96
AL356270.1,25.665573,9.118717,2.8336991116530346e-145,9.607248538130208e-145
TACR3,43.59388,9.112799,0.0,0.0
AP002884.3,18.044598,9.104351,8.699435765464042e-73,2.507019987841838e-72
AC106798.1,15.425408,9.100557,1.1045462101683205e-53,2.992133711243969e-53
TBX15,176.62457,9.087167,0.0,0.0
AC011997.1,54.979027,9.085592,0.0,0.0
AC099329.1,53.68359,9.077788,0.0,0.0
NEURL1,91.522125,9.066248,0.0,0.0
AC007163.1,13.594502,9.053004,4.3168898602110386e-42,1.1202896350472974e-41
AC005237.1,125.926735,9.052477,0.0,0.0
AC005355.1,39.2101,8.993461,0.0,0.0
AC007679.1,11.890765,8.984817,1.3219064885045326e-32,3.2850205003398846e-32
MSLNL,34.197662,8.982692,2.6192481801691425e-256,1.0329380176334774e-255
CATIP-AS2,43.799843,8.960406,0.0,0.0
AL136164.2,84.05311,8.890398,0.0,0.0
LINC02532,200.45103,8.8813,0.0,0.0
AC006030.1,33.630356,8.87628,6.04090515892325e-248,2.358069125485837e-247
VAX2,30.574762,8.874905,2.650863704604482e-205,9.826764398314128e-205
SYS1-DBNDD2,14.93139,8.860368,2.0592904052342715e-50,5.521231674829131e-50
GLYAT,7.6141133,8.849618,2.655076658774127e-14,5.794428625644813e-14
LINC00854,81.02547,8.839457,0.0,0.0
AC018695.2,18.605848,8.809956,2.880940799014248e-77,8.396583280190559e-77
HTR2C,14.919616,8.789362,2.4568534269377673e-50,6.584162056218555e-50
AP003438.1,9.429952,8.788503,4.1027793399028414e-21,9.509071023258057e-21
AP001574.1,38.101418,8.786022,0.0,0.0
AC046195.1,7.6085668,8.777756,2.7715172826655385e-14,6.04586727909532e-14
AC106729.1,23.974648,8.767036,5.113724886359064e-127,1.671000286535168e-126
IL20RB-AS1,21.163528,8.737822,2.0712640408559087e-99,6.398621940210794e-99
AC093766.1,9.01383,8.734786,1.9898349163436333e-19,4.540593855160149e-19
U91328.2,18.156261,8.734727,1.1456734461271439e-73,3.3096983823258225e-73
TRABD2B,137.93689,8.712936,0.0,0.0
ISPD-AS1,12.589065,8.710009,2.4253006354369106e-36,6.132299663023544e-36
AC009229.2,6.709875,8.699052,1.947909601288468e-11,4.115459005941795e-11
RDH10-AS1,103.009476,8.691755,0.0,0.0
AC005154.6,38.322033,8.663214,0.0,0.0
ARG1,17.996162,8.654006,2.0879798335084742e-72,6.011899813134287e-72
AL589669.1,17.932333,8.650119,6.595322371752719e-72,1.8969501279619925e-71
ELMO1-AS1,10.483375,8.641167,1.0300174119523236e-25,2.454520188424154e-25
AL592295.3,21.930702,8.636073,1.323669192243952e-106,4.1640514804478435e-106
GNGT1,197.79654,8.627232,0.0,0.0
LINC-ROR,21.591516,8.626641,2.1581499144952424e-103,6.738228692645856e-103
LINC00970,14.884553,8.62418,4.1525214249955925e-50,1.1122354438106109e-49
LINC01933,29.575802,8.619423,3.060069811706153e-192,1.1156032288849716e-191
SFTA3,7.190163,8.612824,6.471390775689561e-13,1.3915398646043308e-12
AC106037.2,12.462202,8.612076,1.2000985696960496e-35,3.024313941212182e-35
U91319.1,20.412888,8.608461,1.2846854431322195e-92,3.905369686606387e-92
AL136531.2,65.07591,8.606078,0.0,0.0
TRDN-AS1,7.5150466,8.601475,5.689058990734346e-14,1.2379184437136928e-13
AC022146.2,57.273262,8.600016,0.0,0.0
COL4A3,128.49893,8.590667,0.0,0.0
AC092422.1,16.878271,8.589795,6.50212139835472e-64,1.8239540694729257e-63
GK-AS1,27.342047,8.589656,1.3426821409859699e-164,4.69168188655966e-164
AC009554.1,74.535126,8.573183,0.0,0.0
TMEM178B,127.374146,8.572478,0.0,0.0
OPRM1,31.628433,8.570246,1.5014175119070474e-219,5.668950150443052e-219
AL035634.1,21.401825,8.563663,1.2848022701832707e-101,3.990346133625576e-101
RALYL,11.00569,8.528416,3.5876014526992008e-28,8.68803271266257e-28
AC079210.1,31.34905,8.521038,1.0023294969839404e-215,3.767666757374715e-215
AL138720.1,19.450855,8.516369,2.8661193699237195e-84,8.51473893298264e-84
AP002954.1,14.810027,8.511226,1.2618893200807259e-49,3.373186532269742e-49
AC005609.5,16.178734,8.509617,7.1243937769524145e-59,1.969328355643591e-58
AL162718.1,14.177104,8.504918,1.269803934584321e-45,3.340517611427617e-45
HS3ST3A1,137.7383,8.502577,0.0,0.0
AC008050.1,38.97871,8.4987545,0.0,0.0
LINC01825,10.263492,8.486898,1.0291707530660067e-24,2.4385310389183327e-24
A2ML1-AS1,92.498924,8.484173,0.0,0.0
AC091180.5,9.846023,8.475443,7.131054739425965e-23,1.670209759321453e-22
AC074033.1,43.045574,8.468741,0.0,0.0
AC106795.3,37.320343,8.46448,7.678050000157122e-305,3.1728633711816372e-304
AL136418.1,159.3818,8.456228,0.0,0.0
AC017074.1,40.602573,8.443489,0.0,0.0
AC099313.1,6.769227,8.430719,1.2947237588678711e-11,2.7428935073798862e-11
AC022973.3,30.950323,8.425558,2.5152975633016846e-210,9.39023224327418e-210
ITIH6,7.0142922,8.425303,2.3111626440114243e-12,4.9394682548785816e-12
GRIN2D,58.124004,8.423405,0.0,0.0
POTEF,61.025692,8.416958,0.0,0.0
LPA,24.537874,8.407956,5.827013833327557e-133,1.928622713496556e-132
AC074286.1,14.05713,8.405954,6.965457158972107e-45,1.8270558705315894e-44
MAP1LC3C,9.103835,8.405523,8.719690560577765e-20,1.9935929254712094e-19
MIR4300HG,24.20074,8.399065,2.185092088909683e-129,7.170326634681957e-129
AC025211.1,11.038393,8.394311,2.4945455173604485e-28,6.04794163609639e-28
AC010235.1,14.699239,8.38113,6.518818220270699e-49,1.738783326208958e-48
AC104574.2,6.942657,8.380248,3.847928802976795e-12,8.20369197544616e-12
AC111170.1,12.636906,8.372489,1.3215356479311048e-36,3.344040075698845e-36
AC091544.5,11.055703,8.365873,2.0571760083655145e-28,4.992062414909495e-28
LINC01322,33.356148,8.365295,5.933052317875333e-244,2.307732283283174e-243
CYP19A1,18.562283,8.365221,6.4889087753366595e-77,1.8895323551493103e-76
UBE2F-SCLY,10.763015,8.334251,5.145850277649365e-27,1.23683020266145e-26
SPATC1,15.937983,8.332048,3.4532419792500923e-57,9.486857907456993e-57
LINC01470,16.805515,8.326247,2.2236866997017644e-63,6.229529289649284e-63
AC138811.1,7.392625,8.322624,1.4395839979928853e-13,3.1193803537371513e-13
AC009163.4,7.6233325,8.319835,2.47208744900326e-14,5.396270133727548e-14
AC068987.3,10.9728,8.31359,5.164780331370194e-28,1.2490046940083682e-27
MAP3K15,68.9665,8.302936,0.0,0.0
OTOG,9.484904,8.293531,2.4260551665082097e-21,5.633514906580753e-21
AC109927.1,71.04356,8.293077,0.0,0.0
SLC5A4,28.28834,8.291702,4.8085130858408996e-176,1.7128515250287305e-175
AC008250.1,26.249277,8.2877865,7.284639558739248e-152,2.4949594777263975e-151
SMIM36,21.882744,8.282931,3.7932195291545113e-106,1.1921431747119275e-105
AL117381.1,62.94495,8.281516,0.0,0.0
RNF219-AS1,14.315307,8.269706,1.7558734994274977e-46,4.6370009334729036e-46
ZIC5,7.279681,8.268705,3.346097149204102e-13,7.221387767009948e-13
AC025219.1,10.813553,8.25911,2.969428159430773e-27,7.151717930673741e-27
AC023794.1,14.3164835,8.253603,1.7263961867770654e-46,4.560379228511203e-46
LINC02050,7.7792783,8.251137,7.293935912128577e-15,1.6002223438718936e-14
SFTPB,11.916226,8.224994,9.74223809803547e-33,2.422434245831824e-32
AC068756.1,6.7873225,8.2195215,1.1423357503008726e-11,2.4216205819371693e-11
DENND5B-AS1,35.008152,8.219097,1.6908959234348562e-268,6.737573420460303e-268
SLC26A3,162.28278,8.18937,0.0,0.0
AP005230.1,11.811306,8.179383,3.4121947370438113e-32,8.461715702460846e-32
AC012593.1,104.44428,8.165037,0.0,0.0
OR9Q1,8.913066,8.161456,4.964049688187741e-19,1.1289925084117682e-18
AL359076.1,6.9593616,8.161344,3.4181853850214698e-12,7.289068054569901e-12
OTX2-AS1,10.005422,8.154759,1.4427571538419853e-23,3.3942494226381315e-23
GPR158,28.610907,8.154402,4.916131177260454e-180,1.7603171294349607e-179
AC099669.1,34.73452,8.14993,2.3742577327948533e-264,9.429970524469672e-264
WSCD2,6.6511254,8.139672,2.908600987387266e-11,6.131129071136124e-11
AC020559.1,19.020288,8.137801,1.1584584846969697e-80,3.408656741042399e-80
AC010197.1,33.082928,8.126682,5.231023368137596e-240,2.022415816458539e-239
RNF182,113.52176,8.124357,0.0,0.0
DPPA2,19.082447,8.12135,3.533283135850736e-81,1.0410881161611677e-80
AC104461.1,67.58353,8.118528,0.0,0.0
AP000424.1,73.61582,8.116941,0.0,0.0
AP001628.1,50.450954,8.107078,0.0,0.0
AL033384.2,8.19503,8.091291,2.5053027181925386e-16,5.569644603495119e-16
CNTNAP5,11.9244995,8.089103,8.821292118214894e-33,2.1938079522560703e-32
MAL2-AS1,32.92243,8.077466,1.0498393549123091e-237,4.047226651509202e-237
DLK1,42.575478,8.066326,0.0,0.0
AC103718.1,28.619146,8.062631,3.882333995192601e-180,1.3909891152394747e-179
AC093895.1,30.417257,8.038475,3.2483100102300343e-203,1.2012848416041693e-202
AC017083.3,10.797975,8.030625,3.518800361494722e-27,8.472089251931443e-27
AL451137.1,40.711723,8.029185,0.0,0.0
SLC30A10,20.721867,8.027471,2.199881795438017e-95,6.729774103313441e-95
LINC01594,13.97008,8.027347,2.373583575389659e-44,6.207769283611428e-44
LINC00536,12.83981,8.016543,9.811509039818197e-38,2.496895908845764e-37
FSTL5,9.056157,8.014204,1.351275145643213e-19,3.0860908778688383e-19
AL391987.2,40.193676,8.011284,0.0,0.0
AL033530.1,9.28819,8.005135,1.569349922237853e-20,3.6146090947417357e-20
AP005328.1,12.660203,8.004296,9.824514539629708e-37,2.48708027737047e-36
PCSK2,13.142509,8.004287,1.87890484477322e-39,4.816742778553102e-39
C1QTNF9B,17.056232,8.001346,3.1417160399586593e-65,8.850875277616792e-65
AL158198.1,25.940035,7.969049,2.3557266603347162e-148,8.031937221993323e-148
LINC00668,41.443047,7.943094,0.0,0.0
AC066613.2,18.59106,7.9357433,3.795921990597513e-77,1.1060047003684713e-76
AC015660.1,18.156578,7.9349656,1.13906597785978e-73,3.291254239354139e-73
AL138760.1,13.043261,7.9334297,6.942327204651566e-39,1.7752591128624934e-38
AC012309.1,10.844508,7.930359,2.1177151935325936e-27,5.104156845006325e-27
AC099520.1,21.645813,7.930296,6.655939355780429e-104,2.0812144131321057e-103
AC092343.1,13.137266,7.9289594,2.0137114204405213e-39,5.160987523486252e-39
AC126696.1,7.202778,7.9269037,5.899813836381732e-13,1.269373425051749e-12
NPSR1,8.52505,7.9194736,1.5274421587838584e-17,3.434767510576252e-17
TENT5D,6.880637,7.9192452,5.958544807316746e-12,1.267419348556245e-11
AL158071.4,38.708828,7.9187837,0.0,0.0
AC010522.1,14.82937,7.9185853,9.46170441960167e-50,2.5312930921438423e-49
MAGEA10,13.186674,7.915381,1.0470376283433013e-39,2.686974986093481e-39
IQCJ-SCHIP1,156.76338,7.90771,0.0,0.0
AGBL1,16.166382,7.907588,8.706461140546719e-59,2.4057434030162313e-58
AC092683.2,16.037294,7.906104,7.014438347725059e-58,1.9329634603240108e-57
ADGRF2,61.804806,7.9008017,0.0,0.0
ALK,52.791046,7.8996487,0.0,0.0
LINC01632,33.24117,7.89558,2.7386061727257292e-242,1.0621360688283528e-241
AL357052.1,32.05723,7.8949933,1.7406470438763718e-225,6.612801647455199e-225
AL358234.1,7.004284,7.894369,2.4825197809082584e-12,5.304544799581829e-12
CASC9,62.446583,7.8941135,0.0,0.0
AC067956.1,9.952514,7.8937426,2.458915852984256e-23,5.776134367880446e-23
LINC02026,15.482221,7.8896923,4.5740676220864915e-54,1.242386100811388e-53
IGSF1,59.092518,7.8847528,0.0,0.0
AL589666.1,10.021961,7.8789735,1.2205662503866406e-23,2.8722066598069564e-23
SLC22A10,8.544701,7.8740783,1.2887027509618266e-17,2.8996793840218485e-17
AC079594.2,18.348074,7.8640814,3.420235363229745e-75,9.927221375680593e-75
SLC8A1,219.91315,7.858806,0.0,0.0
AC073218.2,56.00985,7.857604,0.0,0.0
AL356056.2,29.431456,7.8551707,2.174642646484512e-190,7.910470232900669e-190
AC022973.4,15.180604,7.845248,4.75382526560633e-52,1.2821304237223028e-51
TRPC5,6.65147,7.82849,2.9017966783718316e-11,6.117222723609379e-11
LVRN,21.110268,7.824695,6.400849440516805e-99,1.9757194938691464e-98
AC010320.3,9.198023,7.822071,3.645972668805903e-20,8.367573864136031e-20
AC010997.3,13.320506,7.8181567,1.7591195839676537e-40,4.532088755414833e-40
AC011604.2,8.989838,7.814332,2.4759617553528215e-19,5.645085750121125e-19
ABHD15-AS1,83.18171,7.807989,0.0,0.0
CDH18,13.021456,7.802277,9.239231583619038e-39,2.360772766844944e-38
AL020995.1,39.29082,7.7887383,0.0,0.0
AL353693.1,9.123959,7.781611,7.242904463224759e-20,1.6576220165777505e-19
AC008758.6,7.883747,7.7810106,3.1770648590988778e-15,6.991484111274302e-15
SIRPB2,19.78711,7.776817,3.844709335388274e-87,1.1508795405374124e-86
LZTS1-AS1,12.770178,7.775123,2.4060362083850254e-37,6.112375192155007e-37
AL158152.2,37.476776,7.7750125,2.2011700912211447e-307,9.119045004736308e-307
AC233296.1,10.864651,7.7734604,1.698714486962257e-27,4.0976179382450126e-27
AC011287.1,49.530422,7.7731895,0.0,0.0
AC004835.1,7.2008557,7.773049,5.983583652918052e-13,1.2872093339452908e-12
RNF103-CHMP3,13.811293,7.771247,2.1788585933153523e-43,5.6793798446996515e-43
AC092902.3,19.264107,7.768677,1.0750429277252368e-82,3.1812824587359696e-82
AL691420.1,6.6629643,7.7662373,2.683591053879248e-11,5.65924757702308e-11
CACNA1B,36.537285,7.7614036,2.8386799931254075e-292,1.158781036729241e-291
AC027018.1,64.602844,7.7589645,0.0,0.0
AL121929.2,25.732666,7.755462,5.039434902479274e-146,1.7103150519504993e-145
LINC02320,39.013824,7.75172,0.0,0.0
AC087071.2,22.629389,7.7465296,2.2267287841234768e-113,7.099471064043001e-113
AC010320.4,15.046556,7.7443566,3.63679346775273e-51,9.773799699921561e-51
AL590006.1,25.320173,7.738609,1.9154793205148662e-141,6.447521296569474e-141
AC068491.2,11.0118475,7.7323513,3.350616759950605e-28,8.116127710716215e-28
LINC00534,24.483355,7.7320647,2.222140688358116e-132,7.344953495322942e-132
STRA8,9.701111,7.724988,2.982341199821637e-22,6.956989938441657e-22
AC009264.1,7.5133305,7.7228518,5.764186832072557e-14,1.2540811696095383e-13
LINC02343,22.463543,7.7227983,9.435583352264974e-112,2.9979855432793702e-111
FAM196A,48.67701,7.7213774,0.0,0.0
TMLHE-AS1,71.36429,7.720627,0.0,0.0
LINC02407,6.6472754,7.7109723,2.985684209717452e-11,6.292267678629487e-11
TSNAX-DISC1,29.415768,7.710653,3.4520727179748133e-190,1.2552605265582595e-189
COL26A1,126.63766,7.708224,0.0,0.0
MACROD2-AS1,7.9869947,7.702848,1.382678130123745e-15,3.0513777133662796e-15
LINC02241,51.304462,7.696795,0.0,0.0
RELN,96.88993,7.6962466,0.0,0.0
AC008770.2,11.114115,7.6951294,1.0710714209523044e-28,2.603188400059387e-28
SCN7A,41.146282,7.680669,0.0,0.0
AC010789.1,24.018698,7.6802244,1.7736401535579839e-127,5.801461423855479e-127
LINC01876,166.11469,7.6788597,0.0,0.0
AC092378.1,17.521645,7.6736712,9.795371316170682e-69,2.7909814257672735e-68
TESC-AS1,8.352643,7.6734147,6.67521077998633e-17,1.4909535915059098e-16
LINC00393,16.671862,7.6633644,2.099537816775859e-62,5.864486542696852e-62
AC092535.3,35.90538,7.6592813,2.5178269817629592e-282,1.0185127502939752e-281
AL158801.3,40.92525,7.6590285,0.0,0.0
PTCHD1-AS,19.853415,7.658608,1.029607438454491e-87,3.0873586167304143e-87
AC096711.2,72.224,7.6565604,0.0,0.0
FOXP1-AS1,9.308945,7.6492214,1.2910920260827246e-20,2.9769616249100384e-20
FREM2-AS1,6.6698895,7.6486177,2.5599594091622527e-11,5.401614959096915e-11
LINC02542,25.242722,7.646224,1.3613938052303443e-140,4.569442949358044e-140
AL391117.1,7.75675,7.6434774,8.713335946115056e-15,1.9100646610405882e-14
DCC,13.505921,7.6419773,1.442964367306426e-41,3.736472971462536e-41
TRHDE,49.695374,7.6304307,0.0,0.0
AC011933.4,48.84404,7.6228,0.0,0.0
AC005410.2,19.084532,7.6177554,3.395040180605812e-81,1.00045441106965e-80
PCSK1,6.725732,7.614509,1.747118741632906e-11,3.6944086244482436e-11
IGLC7,6.773528,7.61181,1.2567934791656832e-11,2.6631107519921516e-11
GABRG3,108.88868,7.6055,0.0,0.0
AC034114.2,12.465885,7.594328,1.1459204474994081e-35,2.8882750780690953e-35
LINC01671,31.05134,7.582027,1.0943160242849295e-211,4.09207954883297e-211
LINC01655,6.840962,7.56645,7.866309255569105e-12,1.6706855028549748e-11
SPON1-AS1,20.719198,7.5636353,2.325217190251646e-95,7.112457388453605e-95
DLEU7-AS1,24.01392,7.5626,1.989676554169326e-127,6.507381619738641e-127
AL357153.2,54.44036,7.546565,0.0,0.0
CCDC141,79.15091,7.5379605,0.0,0.0
SUGCT,177.7099,7.534745,0.0,0.0
SLC6A11,11.809153,7.5197616,3.5007349620458327e-32,8.679095242147044e-32
AC096719.1,12.882016,7.51607,5.683130490362689e-38,1.44724770076242e-37
AC004870.4,39.178677,7.5091596,0.0,0.0
AC016644.1,20.537197,7.50851,1.001815273629368e-93,3.053318715066079e-93
LINC02365,7.760373,7.5073857,8.467982781278943e-15,1.8565560288898002e-14
LINC02450,20.217312,7.504157,6.89379505376669e-91,2.086010533228101e-90
AP000919.2,45.147003,7.49499,0.0,0.0
AL365275.1,36.695473,7.4794254,8.623967160970342e-295,3.531139077418943e-294
AL157938.2,80.9549,7.4772234,0.0,0.0
AL391863.1,7.660706,7.4731617,1.849135934992914e-14,4.0409223829157665e-14
AC139769.2,31.21709,7.4718895,6.246640598187219e-214,2.342391071294839e-213
GUCY2C,19.284527,7.464852,7.244979571754764e-83,2.1443745289557803e-82
LINC01099,6.6293645,7.462194,3.3713565783287025e-11,7.098984580579478e-11
AC104958.1,11.971674,7.456847,5.000918348113552e-33,1.245169635917312e-32
LINGO1,144.72356,7.4551597,0.0,0.0
AC010260.1,32.196323,7.445798,1.9870345308146599e-227,7.566361018047312e-227
