condition,B,CD4T,CD8T,Macrophage,Mast,Mono,NK,Plasma,Treg,pDC
Control,0.4236727128293393,16.351118760757316,29.988084204951676,10.803654177148154,0.5560704355885079,2.0786442473189464,36.62121011518602,0.6884681583476765,2.1183635641466965,0.3707136237256719
Endometriosis,0.3758332151467877,12.57268472557084,20.11062260672245,5.275847397532265,3.290313430719047,3.99943270458091,50.78712239398667,0.19146220394270316,2.942844986526734,0.4538363352715927
