dataset_id,tissue,assay,susp,disease,n_ctrl,n_case,cells
0b75c598-0893-4216-afe8-5414cab7739d,kidney,10x 3' v3,cell,chronic kidney disease,18,15,70010
9f222629-9e39-47d0-b83f-e08d610c7479,lung,10x 3' v2,cell,chronic obstructive pulmonary disease,74,18,422412
1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1,lung,10x 3' v2,cell,chronic obstructive pulmonary disease,41,18,211743
232f6a5a-a04c-4758-a6e8-88ab2e3a6e69,lung,10x 3' v2,cell,chronic obstructive pulmonary disease,41,18,211743
b61a921b-7fa3-4b42-b455-aaaf32447920,respiratory system,10x 3' v3,cell,chronic obstructive pulmonary disease,9,5,82572
8fbed309-d3d4-441b-b3ff-e2dcbcec2d35,lung,10x 3' v3,cell,chronic obstructive pulmonary disease,7,9,57918
9f222629-9e39-47d0-b83f-e08d610c7479,nose,Seq-Well,cell,chronic rhinitis,3,15,36740
19e46756-9100-4e01-8b0e-23b557558a4c,blood,10x 3' v3,cell,clonal hematopoiesis,7,17,66985
203025fe-fa99-4d57-81da-458ed8f0c334,brain,10x multiome,nucleus,cognitive disorder,10,10,49627
16023185-de21-4c0d-a9c8-73abdd52d142,large intestine,10x 3' v2,cell,colon adenocarcinoma,32,43,266604
9bf9dd7d-e23e-49ee-95cc-11df3bd61769,large intestine,10x 3' v2,cell,colon adenocarcinoma,32,43,128901
81c2d711-7fd5-48f0-bc74-57229f3c9554,large intestine,10x 3' v2,cell,colon adenocarcinoma,32,43,125027
16023185-de21-4c0d-a9c8-73abdd52d142,large intestine,10x 3' v3,cell,colon adenocarcinoma,5,20,103511
7674f8f4-7200-4f08-8412-eb114016a66f,large intestine,10x 3' v2,cell,colon adenocarcinoma,32,43,55177
9bf9dd7d-e23e-49ee-95cc-11df3bd61769,large intestine,10x 3' v3,cell,colon adenocarcinoma,5,20,53647
81c2d711-7fd5-48f0-bc74-57229f3c9554,large intestine,10x 3' v3,cell,colon adenocarcinoma,5,20,43268
1e517707-295a-408d-809c-5b1ed4dbeda4,large intestine,10x 3' v2,cell,colon adenocarcinoma,32,43,27808
7274e79f-30b2-4b4d-bb53-fad600a55aff,large intestine,10x 3' v2,cell,colon adenocarcinoma,31,41,26756
7674f8f4-7200-4f08-8412-eb114016a66f,large intestine,10x 3' v3,cell,colon adenocarcinoma,5,20,21788
9a7c80a5-c81a-4c94-8fc8-2517dfb8c9c3,large intestine,10x 3' v2,cell,colon adenocarcinoma,32,43,19160
1e517707-295a-408d-809c-5b1ed4dbeda4,large intestine,10x 3' v3,cell,colon adenocarcinoma,5,20,14306
7274e79f-30b2-4b4d-bb53-fad600a55aff,large intestine,10x 3' v3,cell,colon adenocarcinoma,5,19,11053
f89af62b-4059-4fb9-8bc0-e8e189c4c340,large intestine,10x 3' v2,cell,colon adenocarcinoma,32,42,9549
9a7c80a5-c81a-4c94-8fc8-2517dfb8c9c3,large intestine,10x 3' v3,cell,colon adenocarcinoma,5,20,6500
f89af62b-4059-4fb9-8bc0-e8e189c4c340,large intestine,10x 3' v3,cell,colon adenocarcinoma,5,20,5889
f5af510b-86d5-4f98-946f-b2d6d3e28de9,large intestine,10x 3' v2,cell,colon adenocarcinoma,27,41,3127
f5af510b-86d5-4f98-946f-b2d6d3e28de9,large intestine,10x 3' v3,cell,colon adenocarcinoma,4,18,707
d6dfdef1-406d-4efb-808c-3c5eddbfe0cb,colon,TruDrop,cell,colon sessile serrated adenoma/polyp,17,4,35118
6a270451-b4d9-43e0-aa89-e33aac1ac74b,colon,TruDrop,cell,colon sessile serrated adenoma/polyp,36,5,4011
19053a82-9c89-4fb8-bd19-d7b1800b0b7b,colon,10x 3' v2,cell,colorectal cancer,52,8,210842
e6aaf5a4-16e9-4ea6-9733-4eafd4e473d3,colon,10x 3' v2,cell,colorectal cancer,42,8,178231
dc6b1e06-3880-43f6-8de8-ef9cb5e7ef5e,colon,10x 3' v2,cell,colorectal cancer,35,8,43480
763d1d88-b38d-4ab0-b00f-72df816b4b08,colon,10x 3' v2,cell,colorectal cancer,25,8,36157
d6dfdef1-406d-4efb-808c-3c5eddbfe0cb,colon,TruDrop,cell,colorectal cancer,17,5,34180
1d54fb17-90d5-47ca-ad8d-22ab63cb5c1f,colon,10x 3' v2,cell,colorectal cancer,29,8,24857
829a3cd1-a466-49f1-b2e9-d3f6b7f392e2,colon,10x 3' v3,cell,colorectal cancer,17,21,23420
b617ee1b-f8c8-4de9-b82b-e803ab93550d,large intestine,10x 3' v2,cell,colorectal cancer,7,7,18837
ef7bb7f0-234d-459f-b613-b37cc7a4c70f,colon,10x 3' v2,cell,colorectal cancer,24,8,16018
5ee552f5-834c-4766-92c8-5a09dfd45767,colon,10x 3' v3,cell,colorectal cancer,17,18,12357
829a3cd1-a466-49f1-b2e9-d3f6b7f392e2,large intestine,10x 3' v3,cell,colorectal cancer,4,6,11535
4b5afdf9-9299-4655-9218-c9f67b3776e7,colon,10x 3' v3,cell,colorectal cancer,8,8,10599
5ee552f5-834c-4766-92c8-5a09dfd45767,large intestine,10x 3' v3,cell,colorectal cancer,4,5,8669
40a0ade8-6067-4e22-9224-4d3c5e9bfc0d,colon,10x 3' v2,cell,colorectal cancer,37,8,7462
9c235282-2b6f-4f74-8f16-7d3ac1b51371,colon,10x 3' v2,cell,colorectal cancer,37,8,7443
6a270451-b4d9-43e0-aa89-e33aac1ac74b,colon,TruDrop,cell,colorectal cancer,36,6,4953
7be23e52-e357-45d6-861f-31166913104e,colon,10x 3' v2,cell,colorectal cancer,30,7,4725
278eac3f-a5a4-4d0a-9d83-0ca7efc67e16,colon,10x 3' v2,cell,colorectal cancer,33,8,3631
e3ed2ba4-edf5-40ac-8750-8a417ad1eefe,liver,BD Rhapsody Whole Transcriptome Analysis,cell,colorectal carcinoma || metastatic malignant neoplasm,6,6,75104
3c75a463-6a87-4132-83a8-c3002624394d,blood,10x 5' v1,cell,common variable immunodeficiency,8,10,95064
f1606894-59df-4794-a37f-baa7c6fb6de1,heart,10x 3' v3,nucleus,coronary artery disorder,29,3,239070
9f222629-9e39-47d0-b83f-e08d610c7479,lung,10x 3' v2,cell,cystic fibrosis,74,10,362223
9f222629-9e39-47d0-b83f-e08d610c7479,lung,Drop-seq,cell,cystic fibrosis,20,12,40361
e522d2cd-7927-4e59-a4ed-064009569279,blood,10x 3' v3,cell,cytomegalovirus infection,63,45,1821725
e12eb8a9-5e8b-4b59-90c8-77d29a811c00,blood,10x 3' v3,cell,cytomegalovirus infection,63,45,743615
b90d4a42-714c-4590-b548-6e75e6c081e8,blood,10x 3' v3,cell,cytomegalovirus infection,63,45,406730
24905cd6-203f-4a02-ae7b-cfb4464b2000,blood,10x 3' v3,cell,cytomegalovirus infection,63,45,327919
ed78c6b7-cb40-4ebc-b55f-40bc99ba1b5d,blood,10x 3' v3,cell,cytomegalovirus infection,63,45,160632
514329cb-2f22-4e7b-b789-75ea1a1e0067,blood,10x 3' v3,cell,cytomegalovirus infection,63,45,148605
dade16db-a38b-41f5-95c8-7ec0238d17fc,blood,10x 3' v3,cell,cytomegalovirus infection,63,45,23287
81ffdcd6-3f04-40bc-8bb0-9748f4ffe576,blood,10x 3' v3,cell,cytomegalovirus infection,63,45,10937
6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,brain,10x 3' v3,nucleus,dementia,44,39,1309414
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia,261,58,1299361
c2876b1b-06d8-4d96-a56b-5304f815b99a,brain,10x 3' v3,nucleus,dementia,47,42,1226855
646e3e87-e46b-4b12-85b5-8d8589e26088,brain,10x 3' v3,nucleus,dementia,44,39,317116
b74100ea-1a1a-486a-9cad-70ae44150935,brain,10x 3' v3,nucleus,dementia,47,42,289193
c2876b1b-06d8-4d96-a56b-5304f815b99a,brain,10x multiome,nucleus,dementia,16,12,151356
ac0fee7e-0999-4319-b244-20278e1ff2fb,brain,10x 3' v3,nucleus,dementia,47,42,148532
9940f951-3dc0-4579-bbb2-2392786e59a3,brain,10x 3' v3,nucleus,dementia,44,39,136076
605b89b1-c474-4180-8c0b-88afb5920991,brain,10x 3' v3,nucleus,dementia,47,42,113298
04c94a7d-1133-42c9-bb48-c697bd302a8d,brain,10x 3' v3,nucleus,dementia,44,39,109618
d2fc9880-e6d3-4922-af5c-61f4f517adfa,brain,10x 3' v3,nucleus,dementia,47,42,99369
44c83972-e5d2-4858-ac58-2df9f4bf564b,brain,10x 3' v3,nucleus,dementia,44,39,97173
53bc5729-6202-4351-bc99-1f36139e9dc4,brain,10x 3' v3,nucleus,dementia,44,39,95014
a0d173dd-bb10-4d13-8b9a-e13a4ee83c8c,brain,10x 3' v3,nucleus,dementia,47,42,94828
6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,brain,10x multiome,nucleus,dementia,13,8,86187
74d584f0-74fc-482e-b944-e76f29c1ab85,brain,10x 3' v3,nucleus,dementia,44,39,82936
d87f3f91-dca4-494b-8993-c4e3008a8fa5,brain,10x 3' v3,nucleus,dementia,47,42,81879
9ff9f9ba-016b-4cbb-8899-45dc20860b8b,brain,10x 3' v3,nucleus,dementia,44,39,76195
03181d87-4769-41e7-8c39-d9a81835f0d2,brain,10x 3' v3,nucleus,dementia,44,39,71545
5097d77d-08fa-4105-a18f-4072d61522a4,brain,10x 3' v3,nucleus,dementia,46,42,62247
0ed60482-a34f-4268-b576-d69cc30210f6,brain,10x 3' v3,nucleus,dementia,44,39,52828
146216e1-ec30-4fee-a1fb-25defe801e2d,brain,10x 3' v3,nucleus,dementia,47,42,52704
6437bc9c-16cb-46c8-8f79-9a7384a0212a,brain,10x 3' v3,nucleus,dementia,44,39,44174
b74100ea-1a1a-486a-9cad-70ae44150935,brain,10x multiome,nucleus,dementia,16,12,40892
100c6145-7b0e-4ba6-81c1-ffebed0d1ac4,brain,10x 3' v3,nucleus,dementia,44,39,40625
de104f7e-14fa-4795-bd19-b5ee2c1563e0,brain,10x 3' v3,nucleus,dementia,47,42,40269
eec3e37d-ed41-4881-bc6e-aaf39a2c6eb0,brain,10x 3' v3,nucleus,dementia,47,42,38660
c76098ba-eed3-45b1-98f2-96fcac55ed18,brain,10x 3' v3,nucleus,dementia,47,42,35889
1c05b7ae-4dfb-4c1b-a441-4b23c04b169e,brain,10x 3' v3,nucleus,dementia,47,42,29176
58c43cc2-e00e-43c4-94eb-8501369264e1,brain,10x 3' v3,nucleus,dementia,44,39,27670
a4e89c26-e8d4-4471-9b06-16a1405880f0,brain,10x 3' v3,nucleus,dementia,44,39,27454
646e3e87-e46b-4b12-85b5-8d8589e26088,brain,10x multiome,nucleus,dementia,13,8,24844
b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,brain,10x 3' v3,nucleus,dementia,44,39,23640
79d485a8-b8b1-49f2-85aa-c44e5206aa53,brain,10x 3' v3,nucleus,dementia,47,41,23537
a190b2e9-3796-4785-9a2f-013e2a9a43e6,brain,10x 3' v3,nucleus,dementia,44,39,21603
ac0fee7e-0999-4319-b244-20278e1ff2fb,brain,10x multiome,nucleus,dementia,16,11,20328
5ae6ab72-1927-4d5b-9826-86be65791293,brain,10x 3' v3,nucleus,dementia,46,42,20181
e8ac3386-31d4-48ba-aa70-1bae0cf020e7,brain,10x 3' v3,nucleus,dementia,47,40,19385
75e6eee5-d0e3-4291-9360-f288ffe6c7c4,brain,10x 3' v3,nucleus,dementia,47,41,18567
b8920ef5-7d22-497b-abca-a7a9eb76d79a,brain,10x 3' v3,nucleus,dementia,44,39,18154
d0ea3ec4-0f3b-4649-9146-1c0b5f303a55,brain,10x 3' v3,nucleus,dementia,44,39,17996
c19275f5-739e-4796-ad5d-b0830b760db1,brain,10x 3' v3,nucleus,dementia,47,41,16418
0374f03c-62e2-4859-8a14-acb00b0627d5,brain,10x 3' v3,nucleus,dementia,44,39,14871
605b89b1-c474-4180-8c0b-88afb5920991,brain,10x multiome,nucleus,dementia,16,11,14792
8a8aedcb-5bb3-453d-a9f0-f37951ae1515,brain,10x 3' v3,nucleus,dementia,47,41,14786
1c9f5c6b-73da-4d17-95de-df080ffe0df1,brain,10x 3' v3,nucleus,dementia,44,39,13007
d2fc9880-e6d3-4922-af5c-61f4f517adfa,brain,10x multiome,nucleus,dementia,16,11,11825
9940f951-3dc0-4579-bbb2-2392786e59a3,brain,10x multiome,nucleus,dementia,13,8,9919
8c6ed88f-11bf-4159-bad7-ff41fb1e1eca,brain,10x 3' v3,nucleus,dementia,47,40,9893
a0d173dd-bb10-4d13-8b9a-e13a4ee83c8c,brain,10x multiome,nucleus,dementia,16,12,9686
0eccaf0c-19d2-4900-9962-899378adf8be,brain,10x 3' v3,nucleus,dementia,44,39,8984
d87f3f91-dca4-494b-8993-c4e3008a8fa5,brain,10x multiome,nucleus,dementia,16,12,8925
f67f2cfa-ba45-4f77-8e26-64a15f666043,brain,10x 3' v3,nucleus,dementia,47,42,8463
5097d77d-08fa-4105-a18f-4072d61522a4,brain,10x multiome,nucleus,dementia,16,12,7762
44c83972-e5d2-4858-ac58-2df9f4bf564b,brain,10x multiome,nucleus,dementia,13,8,6933
04c94a7d-1133-42c9-bb48-c697bd302a8d,brain,10x multiome,nucleus,dementia,13,8,6524
9ff9f9ba-016b-4cbb-8899-45dc20860b8b,brain,10x multiome,nucleus,dementia,13,8,5674
146216e1-ec30-4fee-a1fb-25defe801e2d,brain,10x multiome,nucleus,dementia,16,12,5561
53bc5729-6202-4351-bc99-1f36139e9dc4,brain,10x multiome,nucleus,dementia,13,8,5201
de104f7e-14fa-4795-bd19-b5ee2c1563e0,brain,10x multiome,nucleus,dementia,16,10,4983
2e5a9b5d-d31b-4e9f-a179-d5d70ba459fb,brain,10x 3' v3,nucleus,dementia,44,39,4619
74d584f0-74fc-482e-b944-e76f29c1ab85,brain,10x multiome,nucleus,dementia,13,8,4508
eec3e37d-ed41-4881-bc6e-aaf39a2c6eb0,brain,10x multiome,nucleus,dementia,16,12,4261
03181d87-4769-41e7-8c39-d9a81835f0d2,brain,10x multiome,nucleus,dementia,13,8,4161
c76098ba-eed3-45b1-98f2-96fcac55ed18,brain,10x multiome,nucleus,dementia,16,11,4111
236baeda-5fdd-41bf-8e32-bae21ac7d435,brain,10x 3' v3,nucleus,dementia,45,42,3937
6cda07c7-5d7a-41ba-9799-5bb73da25a60,brain,10x 3' v3,nucleus,dementia,44,38,3848
1c05b7ae-4dfb-4c1b-a441-4b23c04b169e,brain,10x multiome,nucleus,dementia,16,11,3317
6437bc9c-16cb-46c8-8f79-9a7384a0212a,brain,10x multiome,nucleus,dementia,13,8,3199
0ed60482-a34f-4268-b576-d69cc30210f6,brain,10x multiome,nucleus,dementia,13,8,3140
79d485a8-b8b1-49f2-85aa-c44e5206aa53,brain,10x multiome,nucleus,dementia,16,11,2592
2ecc72f8-085f-4e86-8692-771f316c54f6,brain,10x 3' v3,nucleus,dementia,44,39,2496
07428d73-fdea-4bd4-a801-94b00c4d961c,brain,10x 3' v3,nucleus,dementia,47,40,2361
75e6eee5-d0e3-4291-9360-f288ffe6c7c4,brain,10x multiome,nucleus,dementia,16,10,2174
e8ac3386-31d4-48ba-aa70-1bae0cf020e7,brain,10x multiome,nucleus,dementia,16,11,2058
5ae6ab72-1927-4d5b-9826-86be65791293,brain,10x multiome,nucleus,dementia,16,11,1987
c19275f5-739e-4796-ad5d-b0830b760db1,brain,10x multiome,nucleus,dementia,16,10,1984
3e87b1fa-472a-401c-8fa8-f31c10437d5f,brain,10x 3' v3,nucleus,dementia,47,42,1973
a4e89c26-e8d4-4471-9b06-16a1405880f0,brain,10x multiome,nucleus,dementia,13,8,1889
100c6145-7b0e-4ba6-81c1-ffebed0d1ac4,brain,10x multiome,nucleus,dementia,13,8,1861
fc0ceb80-d2d9-47c1-9d78-b0e45c64c500,brain,10x 3' v3,nucleus,dementia,44,35,1772
8a8aedcb-5bb3-453d-a9f0-f37951ae1515,brain,10x multiome,nucleus,dementia,16,9,1441
58c43cc2-e00e-43c4-94eb-8501369264e1,brain,10x multiome,nucleus,dementia,13,8,1371
81e91ff8-f619-4ad1-a0c3-b45e1dc63f68,brain,10x 3' v3,nucleus,dementia,46,37,1310
a190b2e9-3796-4785-9a2f-013e2a9a43e6,brain,10x multiome,nucleus,dementia,13,8,1288
b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,brain,10x multiome,nucleus,dementia,13,8,1152
b8920ef5-7d22-497b-abca-a7a9eb76d79a,brain,10x multiome,nucleus,dementia,13,8,1037
8c6ed88f-11bf-4159-bad7-ff41fb1e1eca,brain,10x multiome,nucleus,dementia,16,12,1035
d0ea3ec4-0f3b-4649-9146-1c0b5f303a55,brain,10x multiome,nucleus,dementia,13,8,907
1c9f5c6b-73da-4d17-95de-df080ffe0df1,brain,10x multiome,nucleus,dementia,13,8,902
f67f2cfa-ba45-4f77-8e26-64a15f666043,brain,10x multiome,nucleus,dementia,16,10,740
0374f03c-62e2-4859-8a14-acb00b0627d5,brain,10x multiome,nucleus,dementia,13,8,541
0eccaf0c-19d2-4900-9962-899378adf8be,brain,10x multiome,nucleus,dementia,13,8,462
236baeda-5fdd-41bf-8e32-bae21ac7d435,brain,10x multiome,nucleus,dementia,15,10,391
6cda07c7-5d7a-41ba-9799-5bb73da25a60,brain,10x multiome,nucleus,dementia,13,8,249
2e5a9b5d-d31b-4e9f-a179-d5d70ba459fb,brain,10x multiome,nucleus,dementia,13,8,241
07428d73-fdea-4bd4-a801-94b00c4d961c,brain,10x multiome,nucleus,dementia,16,8,229
81e91ff8-f619-4ad1-a0c3-b45e1dc63f68,brain,10x multiome,nucleus,dementia,14,10,186
fc0ceb80-d2d9-47c1-9d78-b0e45c64c500,brain,10x multiome,nucleus,dementia,11,7,105
3e87b1fa-472a-401c-8fa8-f31c10437d5f,brain,10x multiome,nucleus,dementia,13,10,96
2ecc72f8-085f-4e86-8692-771f316c54f6,brain,10x multiome,nucleus,dementia,12,7,79
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || Alzheimer disease,261,326,2360421
5e57cd50-8e42-42d6-940d-5c1660d06864,brain,10x 3' v3,nucleus,dementia || Alzheimer disease,26,41,296769
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || Alzheimer disease || Lewy body dementia,261,70,1342797
5e57cd50-8e42-42d6-940d-5c1660d06864,brain,10x 3' v3,nucleus,dementia || Alzheimer disease || Parkinson disease,26,5,149253
5e57cd50-8e42-42d6-940d-5c1660d06864,brain,10x 3' v3,nucleus,dementia || Alzheimer disease || diabetes mellitus,26,12,171952
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || Alzheimer disease || frontotemporal dementia,261,4,1062514
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || Alzheimer disease || schizophrenia,261,9,1094367
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || Lewy body dementia,261,23,1142182
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || Parkinson disease,261,19,1120676
5e57cd50-8e42-42d6-940d-5c1660d06864,brain,10x 3' v3,nucleus,dementia || Parkinson disease,26,3,128850
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || frontotemporal dementia,261,9,1074925
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || head injury,261,3,1063259
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || schizophrenia,261,65,1297321
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || schizophrenia || Parkinson disease,261,4,1056479
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || tauopathy,261,14,1112308
5e57cd50-8e42-42d6-940d-5c1660d06864,brain,10x 3' v3,nucleus,dementia || tauopathy,26,3,133271
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || vascular dementia,261,8,1082284
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || vascular dementia || Alzheimer disease,261,30,1158878
5e57cd50-8e42-42d6-940d-5c1660d06864,brain,10x 3' v3,nucleus,dementia || vascular dementia || Alzheimer disease,26,7,152949
37a17b78-4864-4a42-b67b-31c00962795a,brain,10x 3' v3,nucleus,dementia || vascular dementia || schizophrenia,261,3,1061962
5e57cd50-8e42-42d6-940d-5c1660d06864,brain,10x 3' v3,nucleus,diabetes mellitus,26,18,196875
65badd7a-9262-4fd1-9ce2-eb5dc0ca8039,heart,10x 3' v3,nucleus,dilated cardiomyopathy,12,52,683190
f7995301-7551-4e1d-8396-ffe3c9497ace,heart,10x 3' v3,nucleus,dilated cardiomyopathy,12,52,242927
1252c5fb-945f-42d6-b1a8-8a3bd864384b,heart,10x 3' v3,nucleus,dilated cardiomyopathy,12,52,136289
ed2b673b-0279-454a-998c-3eec361edf54,heart,10x 3' v3,nucleus,dilated cardiomyopathy,12,52,100379
1062c0f2-2a44-4cf9-a7c8-b5ed58b4728d,heart,10x 3' v3,nucleus,dilated cardiomyopathy,12,52,94076
9434b020-de42-43eb-bcc4-542b2be69015,heart,10x 3' v3,nucleus,dilated cardiomyopathy,12,52,45967
0fdb6122-4600-40f0-a703-2da47cc7080d,heart,10x 3' v3,nucleus,dilated cardiomyopathy,12,52,12844
83b5e943-a1d5-4164-b3f2-f7a37f01b524,heart,10x 3' v3,nucleus,dilated cardiomyopathy,12,52,6161
bdf69f8d-5a96-4d6f-a9f5-9ee0e33597b7,heart,10x 3' v3,nucleus,dilated cardiomyopathy,10,42,1582
99950e99-2758-41d2-b2c9-643edcdf6d82,lymph node,10x 5' v1,cell,follicular lymphoma,3,20,137147
3b8b5de4-3aa1-4ac6-8890-8d03c8219981,brain,10x 3' v3,nucleus,frontotemporal dementia,7,9,113106
e6361237-ac4e-4c5d-ad8f-f16aca0c0a8f,brain,10x 3' v3,nucleus,frontotemporal dementia,5,9,66719
19053a82-9c89-4fb8-bd19-d7b1800b0b7b,stomach,10x 3' v2,cell,gastric cancer,35,28,216420
e6aaf5a4-16e9-4ea6-9733-4eafd4e473d3,stomach,10x 3' v2,cell,gastric cancer,35,28,216420
7bb64315-9e5a-41b9-9235-59acf9642a3e,stomach,10x 5' v1,cell,gastric cancer,10,26,147240
1d54fb17-90d5-47ca-ad8d-22ab63cb5c1f,stomach,10x 3' v2,cell,gastric cancer,35,28,82610
0d3807bf-97f0-4ec5-9611-15ada507f0df,stomach,10x 3' v2,cell,gastric cancer,35,28,66961
dc6b1e06-3880-43f6-8de8-ef9cb5e7ef5e,stomach,10x 3' v2,cell,gastric cancer,34,28,37983
40a0ade8-6067-4e22-9224-4d3c5e9bfc0d,stomach,10x 3' v2,cell,gastric cancer,34,28,10809
9c235282-2b6f-4f74-8f16-7d3ac1b51371,stomach,10x 3' v2,cell,gastric cancer,34,28,10804
ef7bb7f0-234d-459f-b613-b37cc7a4c70f,stomach,10x 3' v2,cell,gastric cancer,33,27,7623
278eac3f-a5a4-4d0a-9d83-0ca7efc67e16,stomach,10x 3' v2,cell,gastric cancer,30,26,3899
7be23e52-e357-45d6-861f-31166913104e,stomach,10x 3' v2,cell,gastric cancer,5,8,430
7bb64315-9e5a-41b9-9235-59acf9642a3e,stomach,10x 3' v2,cell,gastric intestinal metaplasia,18,4,37667
e5233a94-9e43-418c-8209-6f1400c31530,stomach,10x 3' v2,cell,gastric intestinal metaplasia,18,4,37667
773b9b2e-70c8-40be-8cbb-e7b5abab360d,stomach,10x 3' v2,cell,gastric intestinal metaplasia,18,4,18998
7bb64315-9e5a-41b9-9235-59acf9642a3e,stomach,10x 3' v3,cell,gastric intestinal metaplasia,5,5,18416
e5233a94-9e43-418c-8209-6f1400c31530,stomach,10x 3' v3,cell,gastric intestinal metaplasia,5,5,18416
773b9b2e-70c8-40be-8cbb-e7b5abab360d,stomach,10x 3' v3,cell,gastric intestinal metaplasia,5,5,12381
63bb6359-3945-4658-92eb-3072419953e4,stomach,10x 3' v2,cell,gastric intestinal metaplasia,18,4,7953
03d5794d-cde9-4769-a1a9-b3899d2b1d87,stomach,10x 3' v2,cell,gastric intestinal metaplasia,18,4,4169
63bb6359-3945-4658-92eb-3072419953e4,stomach,10x 3' v3,cell,gastric intestinal metaplasia,5,5,3043
9b188f26-c8e1-4a78-af15-622a35a371fc,stomach,10x 3' v2,cell,gastric intestinal metaplasia,16,4,3016
faed4f71-6b50-4fc7-bd1c-8f385dccfdce,stomach,10x 3' v2,cell,gastric intestinal metaplasia,14,4,2079
03d5794d-cde9-4769-a1a9-b3899d2b1d87,stomach,10x 3' v3,cell,gastric intestinal metaplasia,5,5,2078
94423ec1-21f8-40e8-b5c9-c3ea82350ca4,stomach,10x 3' v2,cell,gastric intestinal metaplasia,14,4,1262
94423ec1-21f8-40e8-b5c9-c3ea82350ca4,stomach,10x 3' v3,cell,gastric intestinal metaplasia,5,5,515
9b188f26-c8e1-4a78-af15-622a35a371fc,stomach,10x 3' v3,cell,gastric intestinal metaplasia,5,4,57
faed4f71-6b50-4fc7-bd1c-8f385dccfdce,stomach,10x 3' v3,cell,gastric intestinal metaplasia,4,3,45
7bb64315-9e5a-41b9-9235-59acf9642a3e,stomach,10x 3' v2,cell,gastritis,18,5,47931
e5233a94-9e43-418c-8209-6f1400c31530,stomach,10x 3' v2,cell,gastritis,18,5,47931
773b9b2e-70c8-40be-8cbb-e7b5abab360d,stomach,10x 3' v2,cell,gastritis,18,5,28830
63bb6359-3945-4658-92eb-3072419953e4,stomach,10x 3' v2,cell,gastritis,18,5,8383
03d5794d-cde9-4769-a1a9-b3899d2b1d87,stomach,10x 3' v2,cell,gastritis,18,5,4212
9b188f26-c8e1-4a78-af15-622a35a371fc,stomach,10x 3' v2,cell,gastritis,16,5,2998
faed4f71-6b50-4fc7-bd1c-8f385dccfdce,stomach,10x 3' v2,cell,gastritis,14,5,2246
94423ec1-21f8-40e8-b5c9-c3ea82350ca4,stomach,10x 3' v2,cell,gastritis,14,5,1072
9fcb0b73-c734-40a5-be9c-ace7eea401c9,mucosa,10x 3' v3,cell,gingivitis,5,4,22827
8f4f8502-9170-4ac2-9707-3b6985ebfe5f,heart,10x 3' v3,nucleus,heart failure,32,4,160214
f1606894-59df-4794-a37f-baa7c6fb6de1,heart,10x 3' v3,nucleus,heart valve disorder,29,21,352682
8f4f8502-9170-4ac2-9707-3b6985ebfe5f,heart,10x 3' v3,nucleus,heart valve disorder,32,9,196580
d9f3a82c-24bb-4277-b715-8ec92a33dd32,blood,10x 3' v3,cell,hematologic disorder,90,13,372885
4a5b00e0-1ba3-4fd4-af89-d3512eb20720,blood,10x 3' v3,cell,hematologic disorder,48,24,332557
e40c6272-af77-4a10-9385-62a398884f27,colon,TruDrop,cell,hyperplastic polyp,19,6,27535
6a270451-b4d9-43e0-aa89-e33aac1ac74b,colon,TruDrop,cell,hyperplastic polyp,36,7,3678
f14bc322-1322-4184-8d16-409557525ea5,lung,10x 5' v2,cell,hypersensitivity pneumonitis,42,3,104558
19053a82-9c89-4fb8-bd19-d7b1800b0b7b,colon,10x 5' v1,cell,inflammatory bowel disease,9,5,53166
e6aaf5a4-16e9-4ea6-9733-4eafd4e473d3,colon,10x 5' v1,cell,inflammatory bowel disease,9,5,53166
1d54fb17-90d5-47ca-ad8d-22ab63cb5c1f,colon,10x 5' v1,cell,inflammatory bowel disease,9,5,29240
dc6b1e06-3880-43f6-8de8-ef9cb5e7ef5e,colon,10x 5' v1,cell,inflammatory bowel disease,9,5,19572
