source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Endothelial,Macrophage,APP,TNFRSF21,0.8659515,0.0,0.20839019,0.5707377541949148,0.5969068697105187,0.024253447,0.8245518,0.05851709003452131,0.7598087987377087
Epithelial,Treg,FN1,CD44,0.6380533,0.07,0.066787116,0.08475715936412437,-0.6391507118865322,0.001198289,0.72681934,1.0,0.7598353173986883
CD4T,Mast,AIMP1,NTRK1,0.31330934,0.0,0.09814459,2.1970042018403917,0.293768611601121,0.05238542,0.7633276,0.05851709003452131,0.7598353173986883
NK,Endothelial,TLN1,ITGB5,0.68601906,0.0,0.17988971,0.22023181695693722,0.267043062852577,0.010485032,0.81365883,0.24391342818815243,0.7598353173986883
SmoothMuscle,Plasma,EDIL3,ITGAV,0.28020138,0.0,0.01692432,0.3431610197020548,0.16144803121140283,0.008435784,0.5725262,0.4050347512644585,0.7598919564168496
Epithelial,CD8T,CD47,SIRPG,0.51451457,0.0,0.17989513,0.7485192770137297,0.5129592620191614,0.019614927,0.8136611,0.05851709003452131,0.7599484932067404
CD8T,Epithelial,SIRPG,CD47,0.51451457,0.0,0.17989513,0.7485192770137297,0.5129592620191614,0.019614927,0.8136611,0.05851709003452131,0.7599484932067404
Epithelial,CD8T,S100A9,ITGB2,0.6502162,0.0,0.20838022,0.35027753312995535,-0.5126132160717627,0.0032495118,0.82454824,1.0,0.759975382211357
Mast,Epithelial,PSEN1,NOTCH1,0.14152251,0.66,0.01692846,-0.0182344058401481,0.06435589054198129,0.0034946962,0.5725562,1.0,0.7600472589323497
Mast,NK,TGFB1,LPP,0.6021502,0.0,0.33080965,0.16683328364746247,0.19823849564346274,0.0064390264,0.8555192,0.7045789316976289,0.7600586188085257
Mono,Endothelial,COL1A2,CD93,0.6812999,0.54,0.1799093,0.5133756422820233,-0.5281700825477257,0.008521432,0.81366706,1.0,0.7600618950392872
Epithelial,Stromal_Fib,COL1A2,ITGA3_ITGB1,0.44524387,1.0,0.06678363,-0.17886821267302247,-0.578714855103828,0.0095506115,0.72681415,1.0,0.7600618950392872
SmoothMuscle,Epithelial,NID1,ITGA3,0.31321985,0.0,0.09808253,0.28928806978868793,0.14654374454433977,0.054944657,0.7632705,0.14930529228745915,0.7600618950392872
SmoothMuscle,Stromal_Fib,ADAM10,GPNMB,0.3132074,1.0,0.07632081,-0.09828012615723641,-0.23874914488102572,0.005359676,0.7398642,1.0,0.7601375025281087
Mono,Treg,TNFSF14,TNFRSF14,0.34179914,0.0,0.06678265,0.4099697419792665,0.33499889641238645,0.009544685,0.7268127,0.3078311609157173,0.7601375025281087
Mono,Plasma,BST1,CAV1,0.44661447,0.14,0.1799256,0.6908396988773601,-0.22378408714169484,0.02492521,0.8136739,1.0,0.7601375025281087
Mono,CD8T,THBS1,ITGA4,0.6020291,0.0,0.3543701,0.7647031108446118,1.1054303003201928,0.030472573,0.85971934,0.05851709003452131,0.7601419765173643
Plasma,SmoothMuscle,SPARC,FGFR1,0.17791077,1.0,0.01692856,-0.4029215915414873,-1.2537399540628913,0.0014837461,0.57255685,1.0,0.7602025542697948
NK,Plasma,LUM,ITGB1,0.45039284,1.0,0.17996807,-0.6882755597865673,-1.480154611472416,0.003117881,0.81369185,1.0,0.7602129002154738
Plasma,NK,ADAM10,TSPAN14,0.31316507,1.0,0.067242734,-0.10336701723823477,-0.08657160789423157,0.0026816328,0.7274938,1.0,0.7602129002154738
CD8T,Plasma,MIF,CD44_CD74,0.6020192,1.0,0.35752237,-0.1926412363730816,-0.3165682213757921,0.00295962,0.8602525,1.0,0.7602252185258684
CD4T,SmoothMuscle,GNAS,ADCY9,0.8405965,1.0,0.18000238,-0.08485876594638322,-0.14065046860099303,0.0125423195,0.8137063,1.0,0.7602885177180013
NK,Macrophage,TIMP2,ITGB1,0.65059495,1.0,0.20835371,-0.5998771311211313,-1.103319754216877,0.0021286895,0.8245391,1.0,0.7603085816530759
Plasma,NK,LILRB4,LAIR1,0.16997774,0.0,0.016928818,0.16383961457522406,0.12631569022526934,0.0018395587,0.57255876,1.0,0.7603578424293505
CD4T,Stromal_Fib,LRPAP1,VLDLR,0.3130928,1.0,0.08688054,-0.1580880080049407,-0.2710330401493442,0.017764749,0.75213975,1.0,0.760364140234753
SmoothMuscle,Treg,JAM3,ITGB1,0.533942,1.0,0.18003334,-0.16937165585826852,-0.20274406349316068,0.017927349,0.8137193,1.0,0.760364140234753
CD8T,Stromal_Fib,HSPA8,LDLR,0.7962626,0.0,0.20834032,0.08358059011643668,0.1058915716702887,0.007957188,0.8245344,0.4884095314941377,0.7603918290715896
Endothelial,Plasma,CD99,PILRB,0.50435317,1.0,0.06676859,-0.24064964824055426,-0.30727608636687265,0.0020412318,0.7267918,1.0,0.7604397677658955
Endothelial,CD4T,LAMB1,ITGA6_ITGB1,0.31308934,0.98,0.09114255,-0.020597698879397955,-0.11718079214473054,0.016300587,0.7565768,1.0,0.7604397677658955
NK,pDC,COPA,P2RY6,0.43237042,0.0,0.18003482,1.6849040153858437,0.4453563209947918,0.038615365,0.8137199,0.05851709003452131,0.7604397677658955
Mono,Stromal_Fib,FADD,ABCA1,0.14505093,0.0,0.01692885,0.028148044626196453,0.045495990283176566,0.007684196,0.57255894,0.6975821516773231,0.7605131234111829
pDC,Stromal_Fib,LGALS9,CD47,0.31306708,1.0,0.097540826,-0.07341738198924998,-0.22594782679203723,0.0032327897,0.76276976,1.0,0.7605151854393052
CD4T,Treg,CCL5,CXCR3,0.60144114,0.0,0.1800359,0.44809301303685267,0.350211112470075,0.009404018,0.81372035,0.31770141419872133,0.7605151854393052
SmoothMuscle,CD8T,TGFB3,ITGB1,0.3582914,1.0,0.06676359,-0.3010705361149725,-0.47743456146554525,0.016219087,0.7267844,1.0,0.7605151854393052
Endothelial,Mast,LAMA5,ITGA9_ITGB1,0.31306183,0.0,0.06930447,0.5874005502809488,0.4425438537133072,0.06959329,0.73047715,0.05851709003452131,0.7605908229854812
Mast,NK,CD58,CD2,0.5638765,0.0,0.18003885,0.4633140119714131,0.5483770666609622,0.008615568,0.81372166,0.38663014621991737,0.7605908229854812
Endothelial,Epithelial,GNAI2,ADCY9,0.78212893,0.0,0.05783716,0.2888053783882963,0.30265438373261466,0.0065033427,0.712305,0.6913566987318596,0.7606418244029969
Mast,Endothelial,ADAM17,ITGB1,0.9124375,0.0,0.20824705,0.06450098816767594,0.08927273969882266,0.004846153,0.82450205,1.0,0.7606418244029969
B,Mono,ADAM10,NOTCH2,0.48763627,0.0,0.18005002,0.4528189127767341,0.32861529241378123,0.010039486,0.8137263,0.2716565955953018,0.7606664655465457
Epithelial,SmoothMuscle,TCN1,CD320,0.13019441,0.35,0.016932184,0.17654618499611333,0.14581048387693793,0.020591306,0.5725831,1.0,0.7606683972154575
Treg,CD8T,LGALS3,LAG3,0.6019243,1.0,0.33734885,0.33855498003425444,-0.08294182525844063,0.027338438,0.8567247,1.0,0.7607250826375511
Endothelial,Plasma,EFNB2,PECAM1,0.4262234,0.0,0.18005764,0.4572004948598253,0.2784316295271594,0.043233372,0.8137295,0.05851709003452131,0.7607421131226656
CD4T,Epithelial,TGFB1,VASN,0.39484057,0.0,0.06674048,0.15558246600121345,0.14369089078576996,0.011936838,0.72675,0.29704575876465905,0.7607421131226656
Epithelial,NK,ADAM10,CD44,0.60188246,0.0,0.33700985,0.13759687379657873,0.1026147485217267,0.004988379,0.856663,1.0,0.7608084620118977
Macrophage,pDC,CD14,TLR9,0.93022573,0.0,0.18006499,2.9956550808981994,1.6034745194212052,0.40212056,0.8137326,0.00013915263623012105,0.7608175507847685
SmoothMuscle,Epithelial,LAMA4,DAG1,0.31299654,0.0,0.08943498,0.35308092198292795,0.30954627138132146,0.060268234,0.75483096,0.06359774033552418,0.7608175507847685
pDC,Treg,LGALS3,MCAM,0.13021442,1.0,0.016934475,-0.73789281466557,-1.356023052954057,0.00045295522,0.5725996,1.0,0.7608236638423408
Stromal_Fib,Macrophage,THBS1,LRP1,0.60186815,0.0,0.2958984,0.3572021073433295,0.42153787196115605,0.03734363,0.84848887,0.061389143935266136,0.7608917256524828
SmoothMuscle,Mast,COL6A2,ITGA9_ITGB1,0.79646814,0.0,0.20817892,0.4839052594211176,0.43848610051142456,0.07831311,0.8244784,0.05851709003452131,0.7608917256524828
Macrophage,Plasma,CXCL12,ITGB1,0.35628274,1.0,0.06672112,-0.5937395006492189,-0.5956715408551159,0.0035166207,0.7267212,1.0,0.7608932083772488
NK,pDC,HLA-DMB,CD4,0.72039986,0.0,0.18006605,1.1530325383475535,0.6195240063331707,0.0058124317,0.8137331,0.4835422345157514,0.7608932083772488
Mono,SmoothMuscle,ADAM15,ITGAV,0.3129595,0.0,0.09541089,0.13626380088301415,0.09275443919340928,0.018818395,0.76076645,0.340260653278313,0.7609688709852827
Endothelial,SmoothMuscle,VCAN,CD44,0.51773626,1.0,0.18010767,-0.07388125989295632,-0.5143732434456204,0.0026240055,0.81375057,1.0,0.7609688709852827
Stromal_Fib,NK,HLA-C,LILRB1,0.8364525,1.0,0.20817576,-0.20351162717633167,-0.5976997343426809,0.0025780317,0.8244773,1.0,0.7609751104398862
Endothelial,CD4T,MDK,ITGA4_ITGB1,0.6018648,0.23,0.35673288,0.20583105878044378,-0.1580467022964871,0.014315629,0.8601196,1.0,0.7609751104398862
SmoothMuscle,Stromal_Fib,CD55,ADGRE5,0.13265058,1.0,0.016937459,-0.42588858914640504,-0.7722216983955325,0.00045654777,0.57262117,1.0,0.7609789232919982
Plasma,SmoothMuscle,HLA-DPB1,CD4,0.31393164,1.0,0.06669652,-0.12738976153024492,-0.4047260534367854,0.00089291367,0.72668463,1.0,0.761044538609036
NK,Mast,SELPLG,ITGAM,0.42910153,0.0,0.18012206,0.8672892251157336,0.7924631804550886,0.020938108,0.81375664,0.05851709003452131,0.761044538609036
SmoothMuscle,Epithelial,NID1,PTPRF,0.4462749,0.0,0.18012588,0.5851411051551678,0.36267626579649764,0.107317,0.8137582,0.05851709003452131,0.7611199962624806
Endothelial,Epithelial,PSEN1,CD44,0.31326964,1.0,0.0666961,-0.1380567067620072,-0.2970147649573248,0.0021081525,0.72668403,1.0,0.7611199962624806
Macrophage,CD4T,COL6A1,ITGA6,0.15186635,1.0,0.016938312,-0.43623388858879464,-1.0314316685090055,0.0013854185,0.57262737,1.0,0.761134175564596
Epithelial,Epithelial,SPINT1,ST14,0.60184306,0.0,0.3076269,1.4334404333705468,1.0235757364039046,0.14317904,0.85097057,0.004725078809964917,0.7611417696843086
CD8T,Mono,CD48,CD244,0.8658726,0.0,0.20817007,1.0918352066960795,0.952710793550216,0.029776232,0.8244753,0.05851709003452131,0.7611417696843086
Plasma,Endothelial,LGALS3BP,ITGB1,0.87086415,1.0,0.06668467,-0.20588604970992946,-0.39578647277341117,0.0014309025,0.7266669,1.0,0.7611956739039216
Endothelial,Treg,VCAN,ITGA4,0.5178573,0.0,0.18016122,0.4817681387077549,-0.10306503695283631,0.00633648,0.81377316,0.7675099364439626,0.7611956739039216
NK,B,FAM3C,CLEC2D,0.6017515,0.0,0.29917675,0.5284066837049318,0.5123335436098679,0.0114887385,0.8491958,0.1955500470507988,0.7612250441329772
pDC,Stromal_Fib,LGALS3,ENG,0.32826126,1.0,0.06668259,-0.6264796281046106,-1.2258424372337937,0.0012876249,0.7266639,1.0,0.7612713565615805
NK,Stromal_Fib,FBLN1,ITGB1,0.86377573,1.0,0.18016458,-0.16581137722998168,-0.7537072797453686,0.0035773579,0.8137745,1.0,0.7612713565615805
Plasma,Epithelial,COL1A1,SDC1,0.13136879,1.0,0.01694238,0.015624604187546076,-1.6449050173297632,0.004030838,0.5726567,1.0,0.7612893654927413
B,Mast,GNAI2,ADCY7,0.6017386,0.02,0.25444752,0.16062644414490557,0.11953322504756891,0.0058985297,0.83853084,0.9857136987220796,0.7613084397425103
Mono,pDC,ADAM17,RHBDF2,0.42636833,0.0,0.1801657,0.8580108398113448,0.49106735674731544,0.02977905,0.81377494,0.05851709003452131,0.7613470442356235
Stromal_Fib,Plasma,AGRN,ITGB1,0.35624725,1.0,0.0666784,-0.5173172217230101,-0.4622649015881478,0.0044882596,0.7266577,1.0,0.7614225218830584
Epithelial,B,APP,NOTCH2,0.5689932,0.0,0.18016785,0.004629899732347724,-0.06487455134126915,0.0070124976,0.8137759,0.8043320648635421,0.7614225218830584
Epithelial,Mast,VEGFC,NRP2,0.13741572,0.85,0.01694426,3.436987444940809e-05,-0.046022525537487355,0.023011403,0.5726703,1.0,0.7614446034142672
SmoothMuscle,CD8T,GNAI2,CCR5,0.6017016,0.0,0.30601665,0.5389935725848752,0.21135857454811724,0.016244868,0.8506375,0.08656262822671328,0.7614751206118373
Plasma,Mono,COL1A2,CD36,0.7556505,0.03,0.18017055,0.8329174173407219,-0.4276472587218214,0.008502524,0.813777,1.0,0.7614982195761161
SmoothMuscle,SmoothMuscle,CXCL12,CD4,0.31384152,0.0,0.066672094,0.2110302827806218,0.27117097185372824,0.010290771,0.7266483,0.25547450039533504,0.7614982195761161
Plasma,Plasma,FAM3C,LAMP1,0.31287712,1.0,0.07702641,-0.36897033865069695,-0.4907897880832266,0.0022392857,0.7407488,1.0,0.7614982195761161
B,CD8T,BTLA,CD247,0.6016901,0.0,0.29676777,1.9061345864161798,0.8913211527992511,0.079277284,0.84867734,0.010562706979949323,0.7615584058632847
Epithelial,Macrophage,LAMB1,CD44,0.6318483,0.0,0.20806795,0.14775352576886328,0.060611032512178836,0.009459484,0.82443976,0.3154489759220436,0.7615584058632847
Macrophage,Mono,C3,C3AR1,0.42622745,0.0,0.1801707,0.5156011563465628,0.25500811224281505,0.030239463,0.8137771,0.05949533003967473,0.7615739222860562
B,CD4T,ADAM10,TSPAN14,0.3128723,1.0,0.09359546,-0.10570915356897162,-0.05141118101953579,0.0037325765,0.75901383,1.0,0.7615739222860562
Treg,Plasma,SPON2,ITGB2,0.13146824,1.0,0.016948259,-0.39237686607850597,-1.0177193312016604,0.0006168455,0.5726992,1.0,0.7615998341592307
pDC,SmoothMuscle,FABP5,RXRA,0.31286877,0.05,0.07771872,0.0469327465799514,-0.12861834147805146,0.007185582,0.741607,1.0,0.7616494149271686
Macrophage,Endothelial,PTGS2,CAV1,1.0958111,0.0,0.18018115,0.7633076259448734,0.9887184873619512,0.030509485,0.81378144,0.05851709003452131,0.7616494149271686
Macrophage,NK,F13A1,ITGA4,0.6016108,0.0,0.34105313,1.1182530095416774,1.2225413394429334,0.046251908,0.8573936,0.03919949865973508,0.7617251029404828
B,Mono,CD48,CD244,0.8653833,0.0,0.2080429,1.0911776597558323,0.8472355326992552,0.02975804,0.82443106,0.05851709003452131,0.7617251029404828
Macrophage,Macrophage,ADAM9,ITGAV,0.43945432,0.0,0.1801832,0.44998857272329523,0.3370968767564869,0.036815,0.81378233,0.05851709003452131,0.7617251276571186
pDC,Stromal_Fib,TGFB1,ACVRL1,0.4372115,0.0,0.06666714,0.27907752509627776,0.16448723891826245,0.009693609,0.7266409,0.2961877277661225,0.7617251276571186
B,Stromal_Fib,TNF,TRADD,0.1324664,0.0,0.016950201,0.08298415388339192,-0.014539207876547527,0.004387212,0.5727132,1.0,0.7617550577277981
Mono,Stromal_Fib,TGFB1,ACVR1B_TGFBR2,0.5318764,0.0,0.06666681,0.4399804368252745,0.3778121075709471,0.007917988,0.7266404,0.46708016669124636,0.7618008454044494
B,Mono,SPTAN1,PTPRA,0.31282637,1.0,0.097521886,-0.2392137705380447,-0.232172155549618,0.0034285558,0.76275223,1.0,0.7618008454044494
Endothelial,Macrophage,LGALS9,HAVCR2,0.47881377,0.0,0.1801834,0.8402813071482229,0.5077266533633473,0.020826712,0.81378245,0.05851709003452131,0.7618008454044494
NK,Endothelial,NCAM1,ROBO1,0.43915457,0.0,0.066662334,0.7783413420846137,0.7572261516888801,0.12287537,0.7266337,0.04429113360414958,0.7618765681693265
Endothelial,Endothelial,ADAM17,NOTCH1,0.31281477,0.0,0.09618265,0.409824609983938,0.284298852746122,0.016890544,0.76149875,0.06681105451149129,0.7618765681693265
Endothelial,NK,NECTIN2,CD226,0.48326352,0.0,0.18021488,0.7808919474535178,0.6404215877407589,0.05535348,0.8137957,0.0499621473257628,0.7618765681693265
Stromal_Fib,CD8T,COL14A1,ITGA1_ITGB1,0.6015487,1.0,0.36183622,-0.2526880486067701,-0.10863045568192231,0.013179811,0.8609719,1.0,0.7618918108221718
SmoothMuscle,SmoothMuscle,WNT6,FZD4_LRP6,0.13462275,0.0,0.016950846,0.29118691999840907,0.17677397318069632,0.05921708,0.57271785,0.11630754195145639,0.761910274120135
Mast,Treg,COL1A1,CD44,0.68449104,1.0,0.18022774,0.04534347906137037,-1.3230226643353644,0.0023138882,0.81380105,1.0,0.7619520808090637
Stromal_Fib,CD4T,LAMA2,ITGA6_ITGB1,0.3127972,0.0,0.09100808,0.20333163150838726,0.2583521080610905,0.04768678,0.75644076,0.2057170182612906,0.7619520808090637
Endothelial,Stromal_Fib,LAMC1,ITGAV_ITGB8,0.43265504,0.0,0.18023746,0.23519669479885433,0.17733646027553202,0.038383562,0.81380516,0.1623911675383898,0.762027813595278
B,SmoothMuscle,COL1A1,DDR2,0.31275916,1.0,0.09270245,-0.14880797772790874,-1.450639332977795,0.012927204,0.758136,1.0,0.762027813595278
CD4T,NK,ICAM3,ITGAD_ITGB2,0.6014839,0.0,0.27071857,1.180844150724488,0.9672438922633984,0.094047986,0.84268326,0.006661086982354354,0.7620585295056972
pDC,Endothelial,PLAU,ITGA3,0.14097464,0.0,0.01695109,0.10161842465611388,0.029097922465737808,0.015350672,0.5727196,0.43205985602355146,0.7620654833364071
Mast,B,VEGFA,CD44,0.5022841,0.0,0.18023767,0.17537809275704214,0.1368536716066942,0.00841264,0.8138052,0.40769070795349566,0.7621035513995374
NK,Stromal_Fib,GDF11,ACTR2,0.32401246,1.0,0.06664675,-0.22869706150880453,-0.4183176996413387,0.0033069232,0.7266105,1.0,0.7621792942220083
Mono,Stromal_Fib,ICAM1,CAV1,0.5456263,0.0,0.18024036,0.2571782081914196,0.06385852216631081,0.022385627,0.81380635,0.2856647647533292,0.7621792942220083
NK,Macrophage,CD55,CR1,0.31270692,0.0,0.097638264,0.37477130212732257,0.06839151368619673,0.009693296,0.7628601,0.2962829726331935,0.7621792942220083
Epithelial,Stromal_Fib,LGALS8,ITGA3,0.14385678,1.0,0.016951175,-0.04303514585826188,-0.07243866982882732,0.0048425477,0.5727202,1.0,0.7622206853767808
Mono,Mast,LGALS9,CD47,0.6014551,0.0,0.33303416,0.5517000420669183,0.43204802661425956,0.01103773,0.8559329,0.215261610617355,0.7622252589884047
Epithelial,Mono,HLA-F,LILRB2,0.61752474,0.0,0.18027285,1.1326979967461377,0.4434930875640819,0.008702385,0.81382,0.37769526328600633,0.7622548268630189
CD8T,Endothelial,PSAP,AR,0.312698,1.0,0.08995255,-0.4529472390225182,-0.8954779773460495,0.0042972025,0.7553645,1.0,0.7622548268630189
Stromal_Fib,Plasma,HLA-A,LILRB1,0.9041356,1.0,0.1802813,-0.2426150452991741,-0.6859241615984637,0.0021459071,0.8138236,1.0,0.7623305797081539
SmoothMuscle,Epithelial,NGF,BEX3,0.41586757,0.0,0.06663916,0.2548040366538154,0.012515497694211258,0.110112615,0.7265992,0.40993421805475216,0.7623305797081539
pDC,pDC,TXLNA,STX3,0.15672415,0.23,0.016952014,0.01709868860343495,-0.014786279828031296,0.0035069757,0.5727263,1.0,0.7623758802414216
CD8T,B,LRPAP1,SORL1,0.31269023,1.0,0.07163957,-0.40176603640050046,-0.5904586156834465,0.0014871815,0.73372674,1.0,0.7624063375719982
Plasma,Endothelial,COL1A1,ITGA5,0.35008082,1.0,0.066638105,0.15658586901085225,-1.3610407929809158,0.005797393,0.72659755,1.0,0.7624063375719982
Mono,NK,TNFSF10,RIPK1,0.6467448,0.0,0.18028377,0.559519929693987,0.5753787015446213,0.017685965,0.81382465,0.05852973579036567,0.7624063375719982
Mono,Mono,IL16,CD4,0.6013888,0.0,0.2842686,1.0116542775779909,0.7295265717600444,0.013978799,0.8458935,0.11590651233940229,0.7624754327127938
Treg,NK,CD40LG,CD53,0.6572099,0.0,0.18028757,0.797071118156709,0.7634392107681212,0.016042989,0.8138262,0.07786397145968593,0.7624821004547184
NK,SmoothMuscle,GDF11,BMPR1A,0.13022159,0.17,0.016953629,0.0178953663778418,0.029367422650161457,0.014054698,0.57273793,1.0,0.7625310679304953
CD4T,Macrophage,GNAI2,CCR5,0.5737349,0.0,0.18029945,0.24805089508799283,0.06343556029831629,0.009571181,0.8138312,0.30524163871266974,0.7625576530996507
B,pDC,LUM,ITGB1,0.32432234,1.0,0.0666357,-0.8012084729782105,-2.09131086683288,0.0011544393,0.726594,1.0,0.7625576530996507
Plasma,Stromal_Fib,BSG,SLC16A1,0.31267697,1.0,0.089097396,-0.16353377129184082,-0.21641232814683276,0.01145294,0.7544808,1.0,0.7625576530996507
SmoothMuscle,Macrophage,EDIL3,ITGB5,0.43490914,0.0,0.18041071,0.8256300148352232,0.5874099321795847,0.15725252,0.813878,0.05851709003452131,0.7626334260063624
B,Plasma,FAM3C,LAMP1,0.31266946,1.0,0.07695646,-0.36935041912239774,-0.382419491572128,0.0022372522,0.74066156,1.0,0.7626334260063624
Macrophage,CD4T,FN1,ITGA4_ITGB1,0.6013006,0.0,0.35613754,0.3976919964071915,1.2771014908545095,0.015425556,0.8600191,0.08747470600196657,0.7626421891856798
Mono,Stromal_Fib,ADM,CALCRL,0.13137805,0.28,0.016961254,0.025218957718165486,-0.06724584795764466,0.019123213,0.57279295,1.0,0.7626862484441682
Mast,CD8T,S100A9,ITGB2,0.63766694,0.0,0.18043935,0.3388338446864858,-0.7855223195415492,0.0028137977,0.8138899,1.0,0.7627092039324479
Mast,Stromal_Fib,COL18A1,ITGA1_ITGB1,0.31265134,1.0,0.096727155,-0.17886386021372716,-0.37306331861947595,0.0063217157,0.76201105,1.0,0.7627092039324479
Stromal_Fib,Mono,SERPINE1,LRP1,0.61530614,0.0,0.18044089,0.5480098614325517,0.6197904487247887,0.12595366,0.81389064,0.05851709003452131,0.7627849868780738
Stromal_Fib,Mast,LMAN1,MCFD2,0.52727866,0.92,0.1804487,-0.07472961661827646,-0.014770682582107425,0.0057690004,0.8138939,1.0,0.7628605595295765
Macrophage,Endothelial,CXCL3,ACKR1,1.0957193,0.0,0.20778029,1.3626434781655392,2.2081196893276664,0.30165833,0.8243397,0.000634027793761718,0.7628922848579736
Stromal_Fib,Macrophage,TGFB1,ACVR1_TGFBR2,0.15516195,1.0,0.016963013,-0.1959975288417074,-0.3644917884663136,0.0022098392,0.57280564,1.0,0.7629190057611634
Stromal_Fib,Macrophage,TGFB1,ACVR1_TGFBR1_TGFBR2,0.15516195,1.0,0.016963013,-0.1959975288417074,-0.3644917884663136,0.0022098392,0.57280564,1.0,0.7629190057611634
Epithelial,Stromal_Fib,ADM2,RAMP1,0.6445369,0.0,0.06659067,0.6582946381104675,1.205561261890485,0.2723011,0.7265268,0.048100239795323185,0.7629363525005207
Treg,Macrophage,ADAM17,ITGB1,0.6380726,1.0,0.1804493,-0.24229559424092306,-0.3650686396153152,0.004199267,0.81389415,1.0,0.7629363525005207
Endothelial,Epithelial,TNFSF10,TNFRSF10D,0.6011518,0.0,0.042806283,0.4662356125085947,0.5039493731148238,0.014951342,0.6805134,0.0957457860345444,0.762975734498472
Endothelial,Mono,FN1,ITGA5_ITGB1,0.6011395,0.0,0.31143844,0.3597111271614142,0.23484668253495714,0.037864346,0.8517497,0.07040362380980715,0.763059068296779
pDC,Endothelial,VCAN,SELP,0.36858594,0.18,0.066585995,0.6787261627073584,-0.21005806636097357,0.01709203,0.72651994,1.0,0.7630879535026911
pDC,Mono,ACTR2,LDLR,0.8414573,0.0,0.18050341,0.48974310154138834,0.3928208505124961,0.008663055,0.8139168,0.38142308049233303,0.7630879535026911
Macrophage,B,F13A1,ITGA4,0.6011136,0.0,0.34031123,1.1171741481937,1.1506781420007983,0.04615129,0.85726047,0.03955620585782855,0.7631425233330702
Endothelial,Stromal_Fib,SEMA3F,NRP2_PLXNA1,0.14489576,0.0,0.016963148,0.5081479433027392,0.2388147825050737,0.090569474,0.5728066,0.06822482990559335,0.7631517469344393
B,SmoothMuscle,ARF6,SMAP1,0.45393544,0.0,0.18052232,0.13553458318141473,0.13587632327825017,0.0051737553,0.8139248,1.0,0.7631635461634128
Endothelial,Plasma,CALM1,HMMR,0.9884179,0.0,0.18052529,0.4191387847370772,0.3472438937949068,0.027783183,0.81392604,0.05851709003452131,0.7632393592012457
pDC,CD4T,CD86,CTLA4,0.13047878,0.0,0.016964255,0.3984961093217182,0.22399545080564706,0.0076913987,0.57281464,0.49691796534609045,0.763306898748167
SmoothMuscle,Macrophage,DCN,TLR4,0.6011032,1.0,0.3598581,0.4511343898340663,-0.4863076564477461,0.037249275,0.86064345,1.0,0.7633093229495971
Treg,Treg,FAM3C,CLEC2D,0.646826,0.0,0.18054202,0.6237501622345569,0.5630835870611903,0.006933025,0.8139331,0.4974827698776975,0.7633151772597817
B,Stromal_Fib,COL1A2,CD44,0.31257567,1.0,0.079636514,-0.4824178062679376,-1.6937383966979591,0.0010261178,0.7439357,1.0,0.7633151772597817
Plasma,Treg,HLA-DQA2,CD4,0.45450795,0.0,0.066554785,0.7682627920149759,0.5784890270877535,0.0078031253,0.72647333,0.4807636154724086,0.7633151772597817
NK,Stromal_Fib,PSEN1,CD44,0.31253123,1.0,0.07959678,-0.10465715938790462,-0.29675043436241905,0.0025159214,0.74388814,1.0,0.7633910003391873
B,SmoothMuscle,PSAP,SORT1,0.42500368,1.0,0.18056369,0.11042373266184591,-0.4807738043113513,0.00678382,0.8139422,1.0,0.7633910003391873
Epithelial,Endothelial,IHH,BOC,0.1356446,0.0,0.016966848,0.4748212359129109,0.2268866329989507,0.23120102,0.5728333,0.07559898970404444,0.7634620433873229
SmoothMuscle,Endothelial,LAMA5,ITGA9_ITGB1,0.31252536,0.0,0.09391145,0.6899930784249718,0.43354369444320956,0.09430281,0.7593219,0.05851709003452131,0.7634666130117762
B,SmoothMuscle,COL1A1,ITGA1_ITGB1,0.49487275,1.0,0.18056644,0.01792415255865032,-1.2380866253289682,0.0076609133,0.8139433,1.0,0.7634666130117762
SmoothMuscle,Plasma,MMP2,PECAM1,0.31250685,1.0,0.07399823,-0.11527399402995098,-0.633668569332106,0.006045479,0.7368791,1.0,0.7635424461191542
Stromal_Fib,Endothelial,COL14A1,ITGA10_ITGB1,0.35403904,0.0,0.066510715,0.4553823719410329,0.5642149542258315,0.10067809,0.7264075,0.05851709003452131,0.7635424461191542
Epithelial,Endothelial,MIF,TNFRSF10D,0.65200377,0.0,0.18058497,0.5393701564424388,0.3691337223072366,0.04482129,0.813951,0.05851709003452131,0.7635424461191542
Plasma,Mast,ADAM10,CD44,0.82348865,0.0,0.2076648,0.31918513268424004,0.41882572746876967,0.0030738295,0.8242994,0.6253181693508436,0.7635594833021215
Stromal_Fib,NK,JAG1,NOTCH2,0.13859814,1.0,0.016968861,-0.16791446868357648,-0.24762636046887707,0.0025042673,0.57284784,1.0,0.7636171808520732
Epithelial,Macrophage,ZG16B,CXCR4,0.49201703,0.0,0.18060035,0.7428164793501683,0.37583871171439737,0.03416452,0.8139575,0.05851709003452131,0.7636182842478996
Epithelial,Epithelial,APP,TSPAN15,0.6009198,0.0,0.24069554,0.5107678648834506,0.17363667711739,0.053827636,0.8347339,0.11977052783392704,0.7636429545178208
CD4T,Macrophage,TNFSF14,LTBR,0.31245786,0.0,0.089014225,0.4099598761976221,0.2805893960929845,0.025498927,0.7543943,0.05851709003452131,0.763694127398179
