source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Treg,NK,B2M,KLRD1,3.7017488,0.0,11.807813,2.14119541168519,2.583426122595351,0.05819968,0.97250974,0.001702452423922316,3.955982022669952e-09
CD8T,NK,B2M,KLRD1,3.613398,0.0,11.396962,2.0484043535897682,2.479808247175292,0.056174632,0.97203237,0.002704945387311696,1.582370691465567e-08
CD4T,NK,B2M,KLRD1,3.4969637,0.0,10.855516,1.9261146528863446,2.3059170027534357,0.053505898,0.9713631,0.004688727533030992,3.5602842911920946e-08
NK,NK,B2M,KLRD1,3.4334118,0.0,10.559986,1.8593722464914881,2.2903096760021775,0.052049257,0.9709767,0.006026942291691031,6.329305825042957e-08
Endothelial,NK,B2M,KLRD1,3.3788068,0.0,10.306061,1.8020186328743129,2.163702370383292,0.05079768,0.9706318,0.007739011267045104,9.889402116614534e-08
Mono,NK,B2M,KLRD1,3.3581913,0.0,10.210194,1.7803696945593346,2.091650604582056,0.050325155,0.97049826,0.008515346201891132,1.4240539989503203e-07
Macrophage,NK,B2M,KLRD1,3.3544056,0.0,10.19259,1.7763941669342063,2.1192632073438373,0.05023839,0.9704736,0.008663765096356434,1.9382688189095256e-07
pDC,NK,B2M,KLRD1,3.3435316,0.0,10.142023,1.7649723152131567,2.078690767235429,0.049989153,0.97040224,0.009250666889493692,2.5315807773617337e-07
B,NK,B2M,KLRD1,3.2821636,0.0,9.856648,1.7005187985353407,1.9733003877580784,0.04858256,0.9699896,0.012067467232256435,3.9554843766156403e-07
Mono,Mono,S100A9,ITGB2,3.2618432,0.0,9.354656,2.900858490074426,4.191079859212236,0.14587788,0.9692193,0.000174920693206414,4.786069491927847e-07
Plasma,NK,B2M,KLRD1,3.1909788,0.0,9.432618,1.6047516992813815,1.922393153211636,0.046492558,0.9693429,0.017552463905607878,6.68448789901091e-07
Mast,NK,B2M,KLRD1,3.1241374,0.0,9.121792,1.5345505962304111,1.8251290177657558,0.044960517,0.9688411,0.02308036803878161,8.899218201560335e-07
Mono,Macrophage,S100A9,ITGB2,3.1339583,0.0,8.230445,2.7416414059818273,3.9980517396430093,0.12834676,0.96725106,0.00022702701691810196,1.143023078405459e-06
Mono,Mono,S100A8,ITGB2,2.987102,0.0,8.185204,2.9655639449558047,4.069979688539234,0.16911235,0.9671636,0.00010318267888142558,1.4277502618823818e-06
Treg,Treg,HLA-B,CD3D,2.9499483,0.0,8.33105,2.0061317477802594,2.0542097702845545,0.031192046,0.9674429,0.0033030598892734783,2.277913110065944e-06
Treg,NK,B2M,KLRC1,3.305774,0.0,7.785985,1.8446950239622937,2.331091047489571,0.05835373,0.96636033,0.0064394062675460694,2.277913110065944e-06
Mono,Macrophage,S100A9,CD68,3.080322,0.0,7.7589393,3.07634079055366,4.328663324831851,0.20708244,0.9663037,3.530494287518513e-05,2.4716595599065433e-06
Treg,CD8T,HLA-B,CD3D,2.9431238,0.0,8.28247,1.996912994248072,2.2074622252721747,0.031010156,0.9673507,0.0034320961812467853,2.6733092359182464e-06
Treg,NK,HLA-B,KLRD1,2.9421387,0.0,8.275456,2.026135588175203,2.546240385635927,0.06349745,0.9673373,0.0030077419977056754,2.882862926031107e-06
CD8T,Treg,HLA-B,CD3D,2.8954787,0.0,8.076052,1.9604983965500384,1.9867145689396062,0.030237317,0.9669498,0.004074955541274352,3.3256787382310426e-06
CD8T,NK,B2M,KLRC1,3.2174232,0.0,7.515073,1.7519039658668718,2.2274731720695122,0.056323323,0.9657799,0.009678517135721295,3.5589408114908537e-06
Stromal_Fib,CD8T,LGALS1,PTPRC,2.8931026,0.0,8.357758,1.2668784366798238,2.118536239411739,0.021947276,0.9674933,0.05851709003452131,3.8001043423968274e-06
SmoothMuscle,Mono,VIM,CD44,2.9539256,0.0,7.4893155,1.1417886065377583,1.2325797689281353,0.015952839,0.9657231,0.0791126191993929,3.8001043423968274e-06
SmoothMuscle,NK,B2M,KLRD1,2.891193,0.0,8.0385475,1.289898615708265,1.5199135659145047,0.039621305,0.9668754,0.05851709003452131,4.049170338286463e-06
CD8T,CD8T,HLA-B,CD3D,2.8886542,0.0,8.028958,1.951279643017851,2.139967023927226,0.030060995,0.96685624,0.004204789991634983,4.306137808813098e-06
CD8T,NK,HLA-B,KLRD1,2.8876688,0.0,8.02216,1.9805022369449818,2.478745184290978,0.06155391,0.96684265,0.0037343976283148884,4.84377507845242e-06
Endothelial,Mono,VIM,CD44,2.8786128,0.0,7.2118616,1.0830858450489331,1.1426406940030565,0.015361842,0.9650928,0.08856713836632563,6.974352973851805e-06
Stromal_Fib,Treg,LGALS1,PTPRC,2.8293839,0.0,7.974941,1.2107778750396938,1.9483501954820248,0.020942008,0.9667479,0.05851709003452131,7.310316855959786e-06
Mono,Macrophage,S100A8,ITGB2,2.8592172,0.0,7.2015333,2.806346860863206,3.876951568970007,0.14878899,0.96506864,0.0001915386165170651,7.310316855959786e-06
CD4T,NK,B2M,KLRC1,3.1009889,0.0,7.1580477,1.6296142651634482,2.053581927647656,0.053647526,0.9649664,0.015813284261502893,8.733145256170008e-06
Mono,Treg,HLA-B,CD3D,2.8006902,0.0,7.6323028,1.8810840596759464,1.8220050969012611,0.028575888,0.96603477,0.005537637852119957,9.108594902906078e-06
Stromal_Fib,Mono,VIM,CD44,2.8351395,0.0,7.051706,1.0491990388420727,1.3846509385533126,0.015020696,0.96471256,0.09458749202263352,9.491940716043513e-06
Mono,CD8T,HLA-B,CD3D,2.7938657,0.0,7.587797,1.871865306143759,1.975257551888881,0.028409256,0.9659387,0.005749214743817127,1.0282317276271193e-05
NK,NK,B2M,KLRC1,3.037437,0.0,6.963177,1.5628718587685917,2.0379746008963977,0.052187026,0.96449685,0.02046512820612534,1.0689349554184045e-05
Mono,NK,HLA-B,KLRD1,2.7928803,0.0,7.5813723,1.9010879000708898,2.3140357122526334,0.058171753,0.96592474,0.005140570428316049,1.0689349554184045e-05
CD8T,Endothelial,CCL5,ACKR1,2.7868304,0.0,7.2838063,2.475205361158701,3.752356403829976,0.36738318,0.9652596,1.1936037325803312e-06,1.1527098296273427e-05
SmoothMuscle,CD8T,LGALS1,PTPRC,2.7847176,0.0,7.7546463,1.189864330895567,1.2606322482743058,0.02036352,0.9662947,0.05851709003452131,1.1957814096919818e-05
NK,Treg,HLA-B,CD3D,2.7599292,0.0,7.441482,1.8469399888581988,1.8499038984806597,0.027861442,0.96561694,0.0063430380647455965,1.3297320691065103e-05
Stromal_Fib,NK,B2M,KLRD1,2.757358,0.0,7.4161863,1.1493321306247548,1.1352164411835226,0.036553737,0.9655604,0.05851709003452131,1.3759609833486511e-05
NK,CD8T,HLA-B,CD3D,2.7531047,0.0,7.3980894,1.8377212353260113,2.0031563534682797,0.027698977,0.9655197,0.006617924707327387,1.5193828315316055e-05
NK,NK,HLA-B,KLRD1,2.7521195,0.0,7.391825,1.8669438292531422,2.3419345138320318,0.05671736,0.9655056,0.00594915301373343,1.5687685491286056e-05
Endothelial,NK,B2M,KLRC1,2.982832,0.0,6.7957406,1.5055182451514164,1.9113672952775123,0.050932135,0.9640778,0.025750801077613454,1.5687685491286056e-05
Mono,Macrophage,S100A8,CD68,2.8055809,0.0,6.788972,3.1410462454350387,4.207563154158849,0.24006517,0.9640605,1.2304605385326944e-05,1.6189433857186865e-05
Treg,Mono,HLA-A,APLP2,2.751828,0.0,6.960409,1.2809753659230774,1.4034249666404932,0.019301621,0.96449006,0.05851709003452131,1.6189433857186865e-05
Endothelial,Treg,HLA-B,CD3D,2.749466,0.0,7.392498,1.8381685573177324,1.8027458690978508,0.02767804,0.9655071,0.0066015972266523885,1.6699073081253404e-05
pDC,Macrophage,APP,CD74,2.848925,0.0,6.7431808,1.5505470999459978,2.2194737590554605,0.034261834,0.96394306,0.021695870897217914,1.6699073081253404e-05
Mono,NK,B2M,KLRC1,2.9622164,0.0,6.7325263,1.4838693068364381,1.839315529476276,0.05045836,0.9639156,0.02816436962525832,1.721660283172061e-05
Endothelial,CD8T,HLA-B,CD3D,2.7426412,0.0,7.349391,1.828949803785545,1.9559983240854708,0.027516644,0.9654096,0.006815390536997141,1.7742019837442246e-05
Macrophage,NK,B2M,KLRC1,2.9584308,0.0,6.7209187,1.4798937792113098,1.8669281322380573,0.050371364,0.96388555,0.02877494984303617,1.7742019837442246e-05
pDC,pDC,APP,CD74,2.837655,0.0,6.7053795,1.5425903394118492,1.7167105149781223,0.03406977,0.96384525,0.02228001540812671,1.827532960160678e-05
Endothelial,NK,HLA-B,KLRD1,2.7416558,0.0,7.343168,1.8581723977126758,2.2947764844492227,0.05634401,0.96539545,0.0060895294634218215,1.827532960160678e-05
pDC,NK,B2M,KLRC1,2.9475567,0.0,6.6875753,1.4684719274902602,1.8263556921296489,0.050121468,0.9637989,0.02930625914765332,1.8816528896878602e-05
SmoothMuscle,Treg,LGALS1,PTPRC,2.7209988,0.0,7.399454,1.133763769255437,1.0904462043445915,0.019430796,0.96552277,0.05851709003452131,2.048746065168706e-05
pDC,B,APP,CD74,2.8022304,0.0,6.5865583,1.5175708418552738,1.7207859678615356,0.03346604,0.96353245,0.024413511018139815,2.1060211551531387e-05
CD4T,Treg,HLA-B,CD3D,2.7117815,0.0,7.2160807,1.8065984532139088,1.7068680937701308,0.027017523,0.9651027,0.00758110105136158,2.1640853482065833e-05
Mono,Mono,S100A9,CD68,2.9416783,0.0,6.5401473,2.849195491660941,3.9334294778532244,0.17455345,0.963408,8.261260006804827e-05,2.222938295311897e-05
B,NK,B2M,KLRC1,2.8861887,0.0,6.4994016,1.4040184108124443,1.7209653126522986,0.048711155,0.96329767,0.032400846130282025,2.2825799632925734e-05
CD4T,CD8T,HLA-B,CD3D,2.704957,0.0,7.1740026,1.7973796996817213,1.8601205487577508,0.026859976,0.965004,0.007845166178260244,2.2825799632925734e-05
CD4T,NK,HLA-B,KLRD1,2.7039719,0.0,7.1679277,1.8266022936088522,2.1988987091215026,0.054999396,0.9649897,0.006915186289316581,2.3430103189721034e-05
Endothelial,Macrophage,APP,CD74,2.8112822,0.0,6.440474,1.501297418338822,2.2735632734608915,0.032723792,0.9631363,0.026130057028053356,2.404228987056399e-05
Mast,Mono,VIM,CD44,2.7008665,0.0,6.5570416,0.9445349973576619,1.0891470197257105,0.013967021,0.9634535,0.11609510275117584,2.404228987056399e-05
Stromal_Fib,NK,LGALS1,PTPRC,2.69344,0.0,7.158206,1.0910869032790047,1.8883194158836991,0.018797282,0.9649668,0.05851709003452131,2.4662366142252658e-05
Treg,CD4T,HLA-B,CD3D,2.6912794,0.0,6.4897575,1.6567259423146399,1.803200767719929,0.024298115,0.96327144,0.014114425392739906,2.5290328295636522e-05
Endothelial,pDC,APP,CD74,2.800012,0.0,6.4043703,1.4933406578046733,1.7708000293835533,0.03254035,0.9630364,0.02702524301662042,2.5290328295636522e-05
Endothelial,B,APP,CD74,2.7645874,0.0,6.2908826,1.468321160248098,1.7748754822669666,0.031963725,0.9627169,0.030373094920281434,2.6569908920429456e-05
Stromal_Fib,Mono,LGALS1,PTPRC,2.6890497,0.0,7.131829,1.0872197227193192,1.8019532339295843,0.018728014,0.9649043,0.05851709003452131,2.7221523088208676e-05
Plasma,NK,B2M,KLRC1,2.795004,0.0,6.219799,1.308251311558485,1.6700580781058563,0.04661562,0.9625124,0.03815834603160994,2.7881025406943198e-05
CD8T,Mono,HLA-A,APLP2,2.6708956,0.0,6.6416283,1.1969827688988315,1.297341867199894,0.018417623,0.9636784,0.05851709003452131,2.8548411948549385e-05
SmoothMuscle,Mast,VIM,CD44,2.7876196,0.0,6.136967,0.9271789165690033,1.0621204799348707,0.01307223,0.9622698,0.13877116057553315,2.9223682381262147e-05
Mono,Mono,S100A9,CD36,2.888113,0.0,6.0692654,3.043996840451089,4.068692627140036,0.24995506,0.96206784,9.168509019648754e-06,2.9906836373316414e-05
pDC,Treg,HLA-B,CD3D,2.6665616,0.0,7.004385,1.7687141892159557,1.6094812188082044,0.026224919,0.96459776,0.00975731778901953,3.059787359294711e-05
Mast,NK,B2M,KLRC1,2.7281625,0.0,6.0148425,1.2380502085075147,1.572793942659976,0.04507952,0.96190315,0.04259153182959605,3.059787359294711e-05
pDC,CD8T,HLA-B,CD3D,2.659737,0.0,6.963541,1.7594954356837682,1.7627336737958244,0.026071995,0.96449775,0.009424560055018886,3.271827730936485e-05
pDC,NK,HLA-B,KLRD1,2.6587517,0.0,6.9576445,1.788718029610899,2.1015118341595764,0.0533859,0.96448326,0.008222255548034548,3.344084407788603e-05
Endothelial,Mast,VIM,CD44,2.7123067,0.0,5.909613,0.8684761550801783,0.9721814050097918,0.012587949,0.9615784,0.15406135856104383,3.41712924151601e-05
Epithelial,NK,B2M,KLRD1,2.6544247,0.0,6.937523,1.0412256955106192,1.119912468451133,0.034194447,0.9644336,0.05851709003452131,3.41712924151601e-05
B,Treg,HLA-B,CD3D,2.6531358,0.0,6.941533,1.757466467773981,1.5885501215414621,0.025989596,0.9644435,0.010624006131940464,3.4909617867851853e-05
Stromal_Fib,CD4T,LGALS1,PTPRC,2.6519852,0.0,6.90915,1.0545903623618602,1.737849311670244,0.018143266,0.9643633,0.05851709003452131,3.565582830357752e-05
Stromal_Fib,Mast,VIM,CD44,2.6688335,0.0,5.7783766,0.8345893488733177,1.214191649560048,0.012308404,0.96116143,0.1630292310906904,3.7941741724451466e-05
B,CD8T,HLA-B,CD3D,2.6463113,0.0,6.901056,1.7482477142417936,1.741802576529082,0.025838044,0.96434313,0.00987610073891767,3.871947246342486e-05
B,NK,HLA-B,KLRD1,2.6453261,0.0,6.895212,1.7774703081689245,2.080580736892834,0.052906852,0.9643285,0.00857085699649672,3.9505082448797507e-05
Macrophage,Treg,HLA-B,CD3D,2.6395857,0.0,6.8780985,1.7461135970934702,1.629475007853048,0.025752092,0.9642858,0.009935754000017036,4.109992988849926e-05
Mono,CD8T,S100A8,CD69,2.6710389,0.0,5.7540956,2.9093315429360196,4.029205466737145,0.18127076,0.96108276,6.496477661613004e-05,4.109992988849926e-05
CD8T,CD4T,HLA-B,CD3D,2.6368098,0.0,6.291118,1.611092591084419,1.7357055663749807,0.023554396,0.96271753,0.01703188207000989,4.190917553499063e-05
Mono,Mono,S100A8,CD68,2.666937,0.0,5.7225447,2.91390094654232,3.8123293071802222,0.20235519,0.9609798,3.8803092552152094e-05,4.190917553499063e-05
Macrophage,CD8T,HLA-B,CD3D,2.632761,0.0,6.837991,1.7368948435612828,1.782727462840668,0.025601925,0.96418494,0.010337898655686139,4.272629910082465e-05
Macrophage,NK,HLA-B,KLRD1,2.6317759,0.0,6.832201,1.7661174374884137,2.12150562320442,0.05242337,0.96417034,0.009193052444773555,4.3551300254236245e-05
Treg,CD8T,HLA-B,CD8A,2.6009235,0.0,5.846575,2.193563804886637,2.106549603949159,0.068736665,0.9613798,0.0013460153930154538,4.866671793499079e-05
Treg,CD8T,HLA-A,CD8A,2.5884538,0.0,5.805607,2.2617157246547976,2.1206448780499008,0.072880805,0.9612491,0.0010244967006592229,5.223449603655844e-05
SmoothMuscle,NK,LGALS1,PTPRC,2.5850549,0.0,6.641657,1.0140727974947479,1.0304154247462658,0.017440837,0.96367854,0.0608788008009468,5.5928266879218185e-05
SmoothMuscle,Mono,LGALS1,PTPRC,2.5806646,0.0,6.6171827,1.0102056169350622,0.944049242792151,0.017376568,0.96361387,0.0615648551472876,5.687139194705873e-05
Macrophage,pDC,HLA-DRA,CD4,2.7081766,0.0,5.358462,2.4152511384944106,2.838888939683997,0.054262534,0.9597285,0.0005401583977571607,5.687139194705873e-05
Mono,Mono,S100A8,CD36,2.6133718,0.0,5.310529,3.108702295332468,3.947592456467034,0.28976628,0.9595545,3.1541225697081386e-06,6.269543756657817e-05
NK,Mono,HLA-A,APLP2,2.5665743,0.0,6.2307215,1.088716505854668,1.2002197340464908,0.017278153,0.962544,0.06273105446765656,6.269543756657817e-05
CD8T,CD8T,HLA-B,CD8A,2.546454,0.0,5.667622,2.147930453656416,2.0390544026042106,0.06663277,0.9607986,0.0016442909555629962,6.98482628328363e-05
SmoothMuscle,CD4T,LGALS1,PTPRC,2.5436,0.0,6.4105735,0.9775762565776034,0.8799453205328107,0.016834017,0.96305364,0.06754658930868834,7.196273204032469e-05
Mono,CD4T,HLA-B,CD3D,2.5420213,0.0,5.9454446,1.5316782542103269,1.5709960943366357,0.02226017,0.96168995,0.023170128712268367,7.303177359106413e-05
SmoothMuscle,Treg,VIM,CD44,2.643635,0.0,4.9661303,0.7413739206123682,0.7433807803474332,0.010578254,0.9582331,0.23913285967717882,7.849497927605445e-05
Stromal_Fib,SmoothMuscle,LGALS1,ITGB1,2.5346556,0.0,6.204246,0.7668588659031067,1.4297086293662553,0.021720467,0.9624672,0.05851709003452131,7.849497927605445e-05
Mast,Mast,VIM,CD44,2.5345604,0.0,5.373034,0.7299253073889069,0.9186877307324458,0.011444991,0.95978093,0.19736991890053476,7.961121767695561e-05
B,pDC,HLA-DRA,CD4,2.5462158,0.0,4.936534,2.3002675858459094,2.0092975997546043,0.04998988,0.9581134,0.0016690949293148211,8.186728908854055e-05
Treg,Macrophage,HLA-A,APLP2,2.52205,0.0,5.336233,0.9882892251310043,1.1399318002816177,0.014797686,0.9596481,0.09874027883675796,8.300710873383453e-05
Mono,Mono,VIM,CD44,2.5158296,0.0,5.875363,0.8002986470319476,0.6407086345652715,0.012514991,0.96147096,0.15626036782099043,8.531036487738198e-05
CD8T,CD8T,HLA-A,CD8A,2.5075214,0.0,5.539715,2.177723127630552,2.0145617786093015,0.06954292,0.9603664,0.0016442909555629962,8.76450743077062e-05
Mono,CD8T,S100A9,ITGB2,2.7543283,0.0,4.893188,2.2690020013254006,3.476256945036539,0.0763051,0.95793605,0.0009793773305194072,8.76450743077062e-05
NK,CD4T,HLA-B,CD3D,2.5012603,0.0,5.796798,1.4975341833925793,1.5988948959160343,0.021703629,0.9612208,0.026511951380805792,9.24088424122027e-05
SmoothMuscle,NK,B2M,KLRC1,2.495218,0.0,5.300559,0.9933982279853686,1.2675784908087249,0.03972618,0.959518,0.05851709003452131,9.854041616755653e-05
Mono,pDC,S100A9,CD68,2.742838,0.0,4.7921786,2.523430820001931,3.545155878303075,0.127901,0.95751375,0.00035148525903389027,0.00010104807105818687
Endothelial,Treg,VIM,CD44,2.5683222,0.0,4.782152,0.6826711591235431,0.6534417054223544,0.010186367,0.95747113,0.26192746022762337,0.00010231368718251251
Endothelial,CD4T,HLA-B,CD3D,2.4907968,0.0,5.7586403,1.488762751852113,1.5517368665332254,0.02156076,0.96109754,0.027543213110207295,0.00010231368718251251
Endothelial,Mono,HLA-A,APLP2,2.4895,0.0,5.9271364,1.0087314349963525,1.0570237525259194,0.016436294,0.9616331,0.07256783984820105,0.00010486849513035922
Mono,NK,S100A9,ITGB2,2.7353292,0.0,4.7261715,2.2453493930470723,3.5704012854069638,0.073700614,0.95723075,0.001090699355002686,0.00010875962678862471
SmoothMuscle,CD8T,VIM,CD44,2.6115808,0.0,4.705475,0.7000092526330532,0.7787143936946525,0.010023037,0.9571408,0.27286353420443926,0.00011007238991114265
Stromal_Fib,Treg,VIM,CD44,2.524849,0.0,4.6759534,0.6487843529166826,0.8954519499726105,0.009960154,0.9570116,0.27700628467422767,0.00011405781807003682
Mono,SmoothMuscle,VCAN,ITGB1,2.4784613,0.0,5.9721227,1.5308466131539245,2.050574919979321,0.07530485,0.9617723,0.005658278021484932,0.0001154020059475648
CD8T,CD8T,HLA-C,CD8A,2.470653,0.0,5.418589,2.213749329646935,2.0656147753714436,0.07077006,0.9599436,0.0012724300426616346,0.0001236320686524969
Macrophage,CD8T,LGALS1,PTPRC,2.4671755,0.0,5.987677,0.9642273153381252,0.9714657375471096,0.0157235,0.9618201,0.08234550803763241,0.00012643825836674086
Endothelial,CD8T,VIM,CD44,2.5362678,0.0,4.5311527,0.6413064911442283,0.6887753187695737,0.009651719,0.9563598,0.2993429561799033,0.0001292758589018765
CD4T,CD4T,HLA-B,CD3D,2.4531126,0.0,5.6212144,1.4571926477482893,1.4558590912055054,0.021046227,0.9606435,0.03202900611848688,0.0001321448676037833
Mono,CD8T,HLA-B,CD8A,2.4516654,0.0,5.3562074,2.068516116782324,1.8743449305658655,0.06297155,0.9597204,0.003108427118076341,0.0001350452818183407
CD4T,Mono,HLA-A,APLP2,2.4514418,0.0,5.7772307,0.969232687786751,0.9788387597152682,0.016020598,0.96115774,0.07823173902302014,0.00013650726516345067
Stromal_Fib,Macrophage,APP,CD74,2.5645118,0.0,4.4560666,1.1784287907395963,1.956493576368522,0.022641098,0.9560098,0.05851709003452131,0.00014094031616892485
CD8T,Macrophage,HLA-A,APLP2,2.4411173,0.0,5.091838,0.9042966281067586,1.033848700841018,0.014119963,0.9587305,0.11301263895231355,0.00014243368242684845
Macrophage,Macrophage,HLA-DRA,CD4,2.5969405,0.0,4.443256,2.1635605725364284,2.7394837553688145,0.04499469,0.9559492,0.0015389293578733448,0.00014544399486015819
Stromal_Fib,pDC,APP,CD74,2.553242,0.0,4.431087,1.1704720302054477,1.4537303322911839,0.022514176,0.95589143,0.05851709003452131,0.00014848570086259066
Stromal_Fib,CD8T,VIM,CD44,2.4927945,0.0,4.430528,0.6074196849373676,0.9307855633198298,0.009437379,0.95588875,0.31490020645852435,0.00015001830855896554
Mono,Mono,HLA-A,APLP2,2.4278245,0.0,5.6842055,0.9447204968747074,0.952569972950221,0.015762635,0.9608536,0.081781795586475,0.00015155879778002522
SmoothMuscle,SmoothMuscle,LGALS1,ITGB1,2.4262705,0.0,5.7565365,0.6898447601188498,0.571804638228822,0.02015308,0.9610907,0.05851709003452131,0.00015310709976431772
Treg,Epithelial,HLA-A,APLP2,2.424721,0.0,4.6482687,0.8643152414986679,0.9333082011438008,0.01288992,0.9568892,0.14482719243181605,0.0001546632829583413
Mono,CD8T,LGALS1,PTPRC,2.4132195,0.0,5.687436,0.9258865159277323,0.7670906423902011,0.014935074,0.96086425,0.09625715182209618,0.00016256178436690788
NK,CD8T,HLA-B,CD8A,2.4109044,0.0,5.222293,2.0343720459645764,1.902243732145264,0.061397154,0.9592281,0.002908689430523015,0.00016577610738288055
SmoothMuscle,CD4T,VIM,CD44,2.571861,0.0,4.3824863,0.6487530872912695,0.6583251905461375,0.009335046,0.9556583,0.3234107137773561,0.0001673950171535056
pDC,CD4T,HLA-B,CD3D,2.4078927,0.0,5.4563065,1.4193083837503362,1.358472216243579,0.020428801,0.96007675,0.036535715770173866,0.0001690218067162069
Macrophage,Treg,LGALS1,PTPRC,2.4034567,0.0,5.7134185,0.9081267536979953,0.8012796936173954,0.015003304,0.9609499,0.09487100622490086,0.00017229887971276632
NK,CD8T,HLA-A,CD8A,2.4032001,0.0,5.196982,2.0694568645863884,1.9174396454558986,0.06524041,0.95913297,0.002590321155021418,0.0001739491621346947
Stromal_Fib,B,APP,CD74,2.517817,0.0,4.3525667,1.1454525326488723,1.4578057851745971,0.022115218,0.95551294,0.05851709003452131,0.0001739491621346947
Endothelial,CD8T,HLA-B,CD8A,2.400441,0.0,5.1879168,2.02560061442411,1.8550857027624552,0.060992997,0.95909876,0.0034677098982972376,0.00017560732371843825
SmoothMuscle,Macrophage,VIM,CD44,2.5674574,0.0,4.346678,0.6430694996328024,0.6850360074872379,0.009258769,0.95548415,0.32929971915432543,0.00017727329047545
Mono,CD4T,S100A8,CD69,2.484923,0.0,4.32252,2.6139249057112472,3.8540246768359983,0.13617197,0.9553655,0.0002588931431774999,0.00018062878584415164
B,CD4T,HLA-B,CD3D,2.3944669,0.0,5.407346,1.4080606623083616,1.3375411189768367,0.020245489,0.9599036,0.03834044786446862,0.00018231827652850306
Stromal_Fib,Macrophage,LGALS1,PTPRC,2.393084,0.0,5.3537006,0.8266385010240482,1.3586539630429846,0.014058693,0.9597113,0.11424282348509027,0.00018401564558667913
Mono,CD8T,S100A8,ITGB2,2.479587,0.0,4.2814765,2.3337074562067794,3.355156774363537,0.08845847,0.95516163,0.0007025533304737063,0.00018401564558667913
Epithelial,Plasma,BMP7,ACVR1_BMPR2,0.036203116,0.98,0.0012256462,-0.04180747880122877,-0.05163063860342383,0.0090686325,0.26493466,1.0,0.00018868715626137473
Mast,Treg,VIM,CD44,2.390576,0.0,4.347944,0.5441203114322718,0.5999480311450084,0.0092614675,0.95549035,0.328990493365336,0.00018915471844117135
Stromal_Fib,B,LGALS1,PTPRC,2.3822064,0.0,5.2883487,0.8170635167348259,1.3174114706700155,0.013887081,0.9594732,0.11816091744978519,0.00019611659130799598
Endothelial,CD4T,VIM,CD44,2.4965482,0.0,4.22013,0.5900503258024445,0.5683861156210587,0.008989214,0.95485157,0.3513305747037623,0.00019611659130799598
Macrophage,CD4T,HLA-B,CD3D,2.3809166,0.0,5.357931,1.3967077916278507,1.3784660052884226,0.020060476,0.9597266,0.03995311901130161,0.0002014202774851664
Mono,pDC,S100A8,CD68,2.4680967,0.0,4.1930947,2.58813627488331,3.424055707630073,0.14827223,0.95471287,0.00021622653358287607,0.00020320387389601236
Macrophage,pDC,HLA-DRB1,CD4,2.380674,0.0,4.5052776,2.371360072868063,2.6215059862718295,0.05498115,0.9562401,0.0006086015448219822,0.00020320387389601236
Endothelial,Macrophage,VIM,CD44,2.4921446,0.0,4.185648,0.5843667381439773,0.5950969325621591,0.008915764,0.9546744,0.35682883565678075,0.0002049952673859969
Macrophage,Mono,VIM,CD44,2.3803356,0.0,5.3762007,0.6946834138269489,0.5336380207996103,0.011451736,0.9597923,0.1970540358384326,0.00020679453720016597
Plasma,Treg,HLA-B,CD3D,2.3766403,0.0,5.6471305,1.525822733333405,1.3649320237469076,0.02114326,0.9607303,0.024845176083561567,0.00021223928191857103
Mono,Mast,S100A8,CD69,2.4636567,0.0,4.158943,2.580168892293959,3.9203040809373,0.13101882,0.9545357,0.00028588529504826907,0.00021406989455816116
Plasma,CD8T,HLA-B,CD3D,2.3698158,0.0,5.6142006,1.5166039798012174,1.5181844787345276,0.02101997,0.96061987,0.024505706989600914,0.00021406989455816116
Treg,CD8T,HLA-C,CD8A,2.3696651,0.0,5.0868073,2.1091353504930264,1.9063554531384357,0.06643679,0.95871097,0.002736630916869143,0.00021590830124207345
Plasma,NK,HLA-B,KLRD1,2.3688307,0.0,5.609447,1.5458265737283483,1.8569626390982796,0.0430412,0.96060383,0.022016232121257816,0.0002177545833037616
NK,Endothelial,CCL5,ACKR1,2.3685164,0.0,5.533477,2.1098904735512782,3.6056439251943675,0.27909943,0.96034503,1.2137201970796457e-05,0.00021960865839822541
Mono,NK,S100A8,ITGB2,2.460588,0.0,4.1353393,2.310054847928451,3.4493011147339616,0.08543917,0.95441204,0.0007802513759871478,0.00022147056711332882
Stromal_Fib,CD4T,VIM,CD44,2.453075,0.0,4.1264124,0.5561635195955839,0.8103963601713148,0.008789588,0.954365,0.3689161438770015,0.0002233403507329062
Mono,Mono,VCAN,CD44,2.3667822,0.0,5.32627,1.9043124478896258,2.4534036085921067,0.07759893,0.9596119,0.004979264617848015,0.00022521792586800016
CD4T,CD8T,HLA-B,CD8A,2.3627567,0.0,5.0641103,1.9940305103202864,1.7592079274347352,0.059537437,0.9586224,0.005403675059589617,0.00022899661582003426
Treg,CD8T,HLA-B,CD8B,2.3615947,0.0,4.142952,2.0510184997663807,1.8197523053825917,0.07183248,0.95445204,0.004217883372016448,0.00023089773032137215
Stromal_Fib,NK,B2M,KLRC1,2.3613832,0.0,4.8901787,0.8528317429018584,0.8828813660777428,0.036650494,0.95792365,0.05851709003452131,0.00023280663431531057
Macrophage,pDC,HLA-DPA1,CD4,2.3606575,0.0,4.4531326,2.48622890071651,2.8237285197531055,0.056029554,0.9559959,0.0003989588811373874,0.00023472341226691618
